source,target
AFG,BEL
AFG,BIH
AFG,BOL
AFG,BRA
AFG,CHL
AFG,COG
AFG,ESP
AFG,ETH
AFG,GAB
AFG,HND
AFG,HRV
AFG,IND
AFG,IRL
AFG,ITA
AFG,KGZ
AFG,LBN
AFG,LBY
AFG,LVA
AFG,MLI
AFG,MMR
AFG,MNG
AFG,MUS
AFG,PRT
AFG,SLE
AFG,TGO
AFG,UKR
AFG,ZMB
AGO,BIH
AGO,CAF
AGO,CAN
AGO,CRI
AGO,CZE
AGO,DNK
AGO,ECU
AGO,GIN
AGO,HND
AGO,IRL
AGO,IRQ
AGO,ITA
AGO,JOR
AGO,LUX
AGO,LVA
AGO,MDA
AGO,MMR
AGO,MWI
AGO,NER
AGO,NPL
AGO,PAK
AGO,PHL
AGO,QAT
AGO,SEN
AGO,SVK
AGO,SWE
AGO,SWZ
AGO,TCD
AGO,TKM
AGO,TUN
AGO,ZMB
ALB,ARM
ALB,AZE
ALB,BGD
ALB,BOL
ALB,CHL
ALB,CMR
ALB,ECU
ALB,GIN
ALB,GTM
ALB,HTI
ALB,KWT
ALB,LSO
ALB,LUX
ALB,MUS
ALB,NGA
ALB,PHL
ALB,TTO
ALB,TUN
ALB,ZAF
ARE,BIH
ARE,COM
ARE,CYP
ARE,DOM
ARE,GAB
ARE,GEO
ARE,LBR
ARE,LSO
ARE,LTU
ARE,MDG
ARE,MUS
ARE,PRY
ARE,RWA
ARE,SLE
ARE,SUR
ARE,TUN
ARE,URY
ARE,ZWE
ARG,BEN
ARG,BFA
ARG,CMR
ARG,EST
ARG,ETH
ARG,GAB
ARG,HRV
ARG,IRL
ARG,KGZ
ARG,MDA
ARG,MRT
ARG,MUS
ARG,MWI
ARG,NOR
ARG,QAT
ARG,RUS
ARG,RWA
ARG,SLE
ARG,YEM
ARM,AFG
ARM,ALB
ARM,BEL
ARM,COG
ARM,CRI
ARM,DZA
ARM,GAB
ARM,JPN
ARM,KGZ
ARM,MLT
ARM,MNG
ARM,NGA
ARM,PAN
ARM,PRT
ARM,PRY
ARM,SDN
ARM,SUR
ARM,SWZ
ARM,TGO
ARM,TJK
ARM,TTO
ARM,UKR
ARM,UZB
AUS,ARM
AUS,BDI
AUS,BWA
AUS,EST
AUS,ETH
AUS,GAB
AUS,GEO
AUS,HND
AUS,HRV
AUS,LBR
AUS,LUX
AUS,LVA
AUS,NGA
AUS,OMN
AUS,PER
AUS,PHL
AUS,SGP
AUS,TJK
AUS,TKM
AUS,TTO
AUS,UZB
AUT,AFG
AUT,BGD
AUT,BHR
AUT,BOL
AUT,CAF
AUT,CMR
AUT,CRI
AUT,GIN
AUT,HND
AUT,MUS
AUT,NPL
AUT,OMN
AUT,RWA
AUT,SWZ
AZE,ALB
AZE,CHL
AZE,COG
AZE,DNK
AZE,ESP
AZE,ETH
AZE,FIN
AZE,GAB
AZE,HTI
AZE,MLI
AZE,MLT
AZE,NIC
AZE,NPL
AZE,PHL
AZE,SEN
AZE,SVK
AZE,TGO
AZE,UGA
AZE,URY
AZE,ZWE
BDI,ALB
BDI,ARM
BDI,AUS
BDI,AZE
BDI,BEL
BDI,BFA
BDI,BGR
BDI,BHR
BDI,CHL
BDI,COM
BDI,CRI
BDI,DNK
BDI,GAB
BDI,GBR
BDI,GHA
BDI,HRV
BDI,IRQ
BDI,ISL
BDI,JAM
BDI,JOR
BDI,JPN
BDI,KGZ
BDI,KOR
BDI,LKA
BDI,LTU
BDI,MLI
BDI,MYS
BDI,NOR
BDI,PAN
BDI,PER
BDI,PHL
BDI,PRT
BDI,SDN
BDI,SUR
BDI,SVK
BDI,SWE
BDI,THA
BDI,TJK
BDI,TKM
BEL,MOZ
BEL,SEN
BEN,ARE
BEN,ARM
BEN,BDI
BEN,BWA
BEN,CRI
BEN,CZE
BEN,GIN
BEN,HND
BEN,IRQ
BEN,ISL
BEN,ISR
BEN,ITA
BEN,KEN
BEN,LSO
BEN,LUX
BEN,MDA
BEN,MDG
BEN,MEX
BEN,MLT
BEN,MNG
BEN,PER
BEN,PHL
BEN,PRY
BEN,SDN
BEN,SVK
BEN,TKM
BEN,URY
BEN,VNM
BEN,ZMB
BFA,AGO
BFA,ARG
BFA,CHL
BFA,CRI
BFA,CZE
BFA,DEU
BFA,ECU
BFA,FIN
BFA,GTM
BFA,IND
BFA,IRL
BFA,IRN
BFA,ISL
BFA,ITA
BFA,JAM
BFA,KEN
BFA,KGZ
BFA,LKA
BFA,LUX
BFA,MDG
BFA,MEX
BFA,MNG
BFA,MUS
BFA,MYS
BFA,NIC
BFA,PER
BFA,RUS
BFA,SDN
BFA,SGP
BFA,SLE
BFA,THA
BFA,TTO
BFA,TUR
BFA,TZA
BFA,UKR
BFA,VNM
BFA,YEM
BGD,ALB
BGD,AUT
BGD,BEN
BGD,BIH
BGD,BLR
BGD,BWA
BGD,ESP
BGD,GHA
BGD,GTM
BGD,KGZ
BGD,LSO
BGD,MKD
BGD,MLI
BGD,NIC
BGD,POL
BGD,SWZ
BGD,TCD
BGD,UGA
BGD,URY
BGR,AGO
BGR,BDI
BGR,CAN
BGR,CHE
BGR,CHL
BGR,COL
BGR,ECU
BGR,GHA
BGR,IRQ
BGR,LBR
BGR,MMR
