source,target
AFG,AGO
AFG,ARE
AFG,BRA
AFG,CMR
AFG,COM
AFG,DNK
AFG,GRC
AFG,GTM
AFG,HTI
AFG,IDN
AFG,KOR
AFG,LSO
AFG,MDA
AFG,MDG
AFG,MWI
AFG,OMN
AFG,SEN
AFG,SVK
AFG,SWE
AFG,ZWE
AGO,ARM
AGO,AZE
AGO,CAF
AGO,CRI
AGO,ECU
AGO,GBR
AGO,GRC
AGO,GTM
AGO,HUN
AGO,IRQ
AGO,JOR
AGO,KAZ
AGO,KGZ
AGO,LKA
AGO,LUX
AGO,MKD
AGO,MYS
AGO,NIC
AGO,NZL
AGO,RWA
AGO,SUR
AGO,SVN
AGO,TJK
AGO,TKM
AGO,TTO
AGO,UKR
AGO,UZB
ALB,BGR
ALB,BRA
ALB,CAF
ALB,COG
ALB,COM
ALB,CRI
ALB,CYP
ALB,ECU
ALB,GRC
ALB,IDN
ALB,IND
ALB,JPN
ALB,KEN
ALB,KHM
ALB,KOR
ALB,LSO
ALB,MOZ
ALB,NPL
ALB,PRT
ALB,PRY
ALB,QAT
ALB,SLE
ALB,TCD
ALB,THA
ALB,TKM
ALB,UKR
ARE,CAF
ARE,CMR
ARE,COG
ARE,COL
ARE,DOM
ARE,ETH
ARE,GHA
ARE,HTI
ARE,MDG
ARE,MEX
ARE,MKD
ARE,NER
ARE,PRT
ARE,PRY
ARE,SWZ
ARE,TCD
ARE,TGO
ARE,TJK
ARE,TKM
ARE,UZB
ARG,BEN
ARG,COM
ARG,DNK
ARG,ETH
ARG,KEN
ARG,LBR
ARG,LUX
ARG,MDA
ARG,MDG
ARG,MKD
ARG,MMR
ARG,OMN
ARG,PAN
ARG,TKM
ARG,ZMB
ARM,AGO
ARM,ALB
ARM,AZE
ARM,CMR
ARM,COM
ARM,CYP
ARM,ECU
ARM,IDN
ARM,ISR
ARM,KWT
ARM,LBY
ARM,LSO
ARM,MDA
ARM,MKD
ARM,MMR
ARM,NOR
ARM,SDN
ARM,TUR
ARM,UGA
ARM,VNM
ARM,YEM
ARM,ZWE
AUS,AGO
AUS,AZE
AUS,BEN
AUS,BFA
AUS,BOL
AUS,COG
AUS,NGA
AUS,RWA
AUS,SLE
AUS,TCD
AUS,YEM
AUT,ALB
AUT,BDI
AUT,BWA
AUT,COM
AUT,DZA
AUT,GIN
AUT,KHM
AUT,LUX
AUT,MLI
AUT,MOZ
AUT,MRT
AUT,NER
AUT,NPL
AUT,PHL
AUT,SLE
AUT,TGO
AUT,TTO
AUT,TZA
AUT,UGA
AUT,URY
AZE,AFG
AZE,AGO
AZE,ALB
AZE,ARM
AZE,BWA
AZE,CAF
AZE,COL
AZE,DOM
AZE,DZA
AZE,ETH
AZE,GTM
AZE,HRV
AZE,ISR
AZE,LBY
AZE,LSO
AZE,MLI
AZE,MUS
AZE,NGA
AZE,SAU
AZE,SEN
AZE,SGP
AZE,SLE
AZE,SUR
AZE,YEM
AZE,ZWE
BDI,AUS
BDI,AZE
BDI,BRA
BDI,CAN
BDI,ESP
BDI,GRC
BDI,GTM
BDI,IDN
BDI,JPN
BDI,KWT
BDI,MDA
BDI,MEX
BDI,NER
BDI,NIC
BDI,PAK
BDI,RWA
BDI,SGP
BDI,SWE
BDI,SWZ
BDI,TGO
BDI,TTO
BDI,URY
BDI,YEM
BEL,TTO
BEL,UZB
BEN,BDI
BEN,BRA
BEN,CHE
BEN,COL
BEN,CYP
BEN,DOM
BEN,IRQ
BEN,LVA
BEN,MNG
BEN,MWI
BEN,NER
BEN,OMN
BEN,POL
BEN,PRT
BEN,SAU
BEN,SDN
BEN,SGP
BEN,UGA
BEN,ZWE
BFA,AFG
BFA,ALB
BFA,AUT
BFA,AZE
BFA,BHR
BFA,CMR
BFA,COG
BFA,COL
BFA,CYP
BFA,DNK
BFA,DZA
BFA,ESP
BFA,IND
BFA,IRN
BFA,ISL
BFA,ITA
BFA,JOR
BFA,JPN
BFA,KGZ
BFA,KOR
BFA,MDA
BFA,MEX
BFA,MLT
BFA,MNG
BFA,MWI
BFA,NGA
BFA,NPL
BFA,PAN
BFA,SDN
BFA,UKR
BGD,AFG
BGD,AUS
BGD,AZE
BGD,COM
BGD,FIN
BGD,HTI
BGD,KEN
BGD,LBR
BGD,MNG
BGD,MOZ
BGD,PRY
BGD,SVK
BGD,TCD
BGD,TGO
BGD,TKM
BGD,URY
BGR,BDI
BGR,BFA
BGR,BHR
BGR,BLR
BGR,BWA
BGR,CAF
BGR,CAN
BGR,COM
BGR,IRQ
BGR,MOZ
BGR,MWI
BGR,NIC
BGR,NZL
BGR,PER
BGR,PRY
BGR,TJK
BGR,TZA
BGR,VNM
BHR,ARG
