source,target
AFG,BDI
AFG,BIH
AFG,BOL
AFG,CMR
AFG,COM
AFG,CZE
AFG,DOM
AFG,EGY
AFG,ESP
AFG,ETH
AFG,GEO
AFG,IRL
AFG,ISL
AFG,KHM
AFG,LTU
AFG,LUX
AFG,MAR
AFG,MLI
AFG,OMN
AFG,PHL
AFG,SEN
AFG,SVK
AFG,TJK
AFG,TTO
AFG,URY
AFG,VNM
AFG,YEM
AGO,AFG
AGO,ALB
AGO,BGR
AGO,CAF
AGO,CHE
AGO,DOM
AGO,ECU
AGO,GEO
AGO,GIN
AGO,IRL
AGO,KOR
AGO,KWT
AGO,LTU
AGO,MDG
AGO,MEX
AGO,MKD
AGO,NIC
AGO,NPL
AGO,PAN
AGO,RWA
AGO,SDN
AGO,SVN
AGO,TUR
ALB,ARM
ALB,AUS
ALB,BDI
ALB,BOL
ALB,BWA
ALB,CMR
ALB,GIN
ALB,IDN
ALB,JOR
ALB,KHM
ALB,LBR
ALB,LSO
ALB,MNG
ALB,MWI
ALB,NGA
ALB,NIC
ALB,PHL
ALB,PRT
ALB,SGP
ALB,UGA
ALB,UZB
ALB,YEM
ALB,ZAF
ALB,ZMB
ARE,CMR
ARE,COG
ARE,CYP
ARE,GTM
ARE,HTI
ARE,JAM
ARE,MDA
ARE,MKD
ARE,NER
ARE,RWA
ARE,SUR
ARE,SVK
ARE,TCD
ARE,TZA
ARE,ZWE
ARG,BDI
ARG,CMR
ARG,ETH
ARG,ISR
ARG,JOR
ARG,LBR
ARG,LSO
ARG,LUX
ARG,MDG
ARG,MKD
ARG,MYS
ARG,NER
ARG,NPL
ARG,SDN
ARG,SUR
ARM,AGO
ARM,CAN
ARM,CHN
ARM,FIN
ARM,IRL
ARM,JAM
ARM,JPN
ARM,KEN
ARM,KHM
ARM,LTU
ARM,LUX
ARM,MDA
ARM,MMR
ARM,MNG
ARM,MYS
ARM,NOR
ARM,PER
ARM,PHL
ARM,RWA
ARM,SUR
ARM,SWE
ARM,TJK
ARM,TTO
ARM,TUN
ARM,VNM
ARM,YEM
ARM,ZMB
AUS,DZA
AUS,HTI
AUS,IRN
AUS,ISL
AUS,LUX
AUS,MDG
AUS,MOZ
AUS,RWA
AUS,SEN
AUS,SUR
AUS,SWZ
AUS,TTO
AUT,BEN
AUT,BGR
AUT,CAF
AUT,COG
AUT,COM
AUT,HTI
AUT,IRN
AUT,ISL
AUT,JAM
AUT,NIC
AUT,NPL
AUT,SEN
AUT,SUR
AUT,TCD
AZE,AFG
AZE,AUS
AZE,BEN
AZE,BIH
AZE,CHL
AZE,COG
AZE,GAB
AZE,GEO
AZE,GIN
AZE,HND
AZE,IRL
AZE,KHM
AZE,LBR
AZE,MAR
AZE,MLI
AZE,MLT
AZE,NGA
AZE,PER
AZE,PHL
AZE,SLE
AZE,SWE
AZE,TCD
AZE,TJK
AZE,TUN
AZE,VNM
BDI,AFG
BDI,ALB
BDI,AUS
BDI,AUT
BDI,BFA
BDI,BGR
BDI,BLR
BDI,BRA
BDI,CRI
BDI,DEU
BDI,DNK
BDI,DOM
BDI,ECU
BDI,ESP
BDI,EST
BDI,FIN
BDI,FRA
BDI,GBR
BDI,GIN
BDI,HUN
BDI,IRQ
BDI,ISR
BDI,KGZ
BDI,KWT
BDI,LBN
BDI,LTU
BDI,MAR
BDI,MEX
BDI,NZL
BDI,PHL
BDI,RUS
BDI,SAU
BDI,SLE
BDI,SWZ
BDI,TZA
BDI,UKR
BDI,YEM
BEL,COM
BEL,LTU
BEL,MDG
BEN,BFA
BEN,BLR
BEN,BWA
BEN,CAF
BEN,CRI
BEN,CYP
BEN,CZE
BEN,DOM
BEN,DZA
BEN,GIN
BEN,HND
BEN,JAM
BEN,LBN
BEN,LVA
BEN,MAR
BEN,MNG
BEN,MWI
BEN,SUR
BEN,TKM
BEN,TTO
BEN,URY
BEN,USA
BFA,AFG
BFA,AGO
BFA,AZE
BFA,BRA
BFA,CRI
BFA,CZE
BFA,ECU
BFA,EST
BFA,GRC
BFA,GTM
BFA,IRN
BFA,ISR
BFA,JOR
BFA,KAZ
BFA,LKA
BFA,LTU
BFA,LUX
BFA,MUS
BFA,NIC
BFA,NOR
BFA,NPL
BFA,NZL
BFA,PER
BFA,RUS
BFA,SDN
BFA,THA
BFA,TUR
BGD,ARG
BGD,BDI
BGD,BFA
BGD,BRA
BGD,CMR
BGD,CRI
BGD,EST
BGD,GAB
BGD,HRV
BGD,HUN
BGD,IRQ
BGD,ISL
BGD,KGZ
BGD,MDG
BGD,NER
BGD,NZL
BGD,PAN
BGD,POL
BGD,THA
BGR,AGO
BGR,BOL
BGR,KGZ
BGR,MOZ
BGR,MRT
BGR,PAK
BGR,PHL
BGR,QAT
BGR,SGP
BGR,SWZ
BGR,YEM
BHR,AGO
BHR,BDI
BHR,BIH
BHR,CMR
BHR,COM
BHR,EGY
BHR,FIN
BHR,GRC
BHR,IND
BHR,LSO
BHR,LTU
BHR,NGA
BHR,NOR
BHR,PRY
BHR,RWA
BHR,SWZ
BHR,TZA
BIH,AZE
BIH,BOL
BIH,BWA
BIH,COM
BIH,DNK
BIH,ECU
BIH,EGY
BIH,ETH
BIH,GAB
BIH,GEO
BIH,GIN
BIH,HTI
BIH,IRQ
BIH,JOR
BIH,KOR
BIH,MLI
BIH,NGA
BIH,PAN
BIH,PHL
BIH,PRY
BIH,SLE
BIH,SWZ
BIH,TGO
BIH,UKR
BLR,BOL
BLR,CMR
BLR,COL
BLR,FIN
BLR,ISL
BLR,LBN
BLR,MKD
BLR,MNG
BLR,MOZ
BLR,MYS
BLR,NER
BLR,OMN
BLR,PAN
BLR,PHL
BLR,SEN
BLR,SUR
BLR,TUR
BLR,USA
BOL,ALB
BOL,ARE
BOL,AUT
BOL,AZE
BOL,BDI
BOL,BWA
BOL,CMR
BOL,DZA
BOL,ECU
BOL,GRC
BOL,GTM
BOL,IDN
BOL,IRQ
BOL,JAM
BOL,KEN
BOL,KGZ
BOL,KOR
BOL,KWT
BOL,LKA
BOL,LVA
BOL,MDA
BOL,MDG
BOL,MUS
BOL,PHL
BOL,SEN
BOL,SVN
BOL,SWE
BOL,TGO
BOL,THA
BOL,TKM
BOL,TTO
BOL,UKR
BOL,ZWE
BRA,AFG
BRA,KEN
BRA,LBR
BRA,MLI
BRA,MNG
BRA,RWA
BRA,SGP
BRA,SWZ
BRA,TKM
BWA,ARG
BWA,BEN
BWA,BFA
BWA,BGR
BWA,BHR
BWA,DZA
BWA,HRV
BWA,IRN
BWA,ISL
BWA,JOR
BWA,KWT
BWA,LBN
BWA,LTU
BWA,MDA
BWA,NIC
BWA,NZL
BWA,PER
BWA,PRY
BWA,SUR
BWA,TTO
BWA,TUR
BWA,UKR
BWA,YEM
CAF,ARG
CAF,AUT
CAF,BGD
CAF,BRA
CAF,CHE
CAF,CYP
CAF,DOM
CAF,ECU
CAF,FIN
CAF,GTM
CAF,HRV
CAF,IRL
CAF,ISR
CAF,KAZ
CAF,KOR
CAF,LBN
CAF,LUX
CAF,MDG
CAF,PHL
CAF,PRY
CAF,SAU
CAF,SEN
CAF,SGP
CAF,THA
CAF,TTO
CAF,TUN
CAF,ZWE
CAN,GEO
CAN,IDN
CAN,SWZ
CHE,AGO
CHE,AUS
CHE,BWA
CHE,CRI
CHE,CYP
CHE,HND
CHE,HTI
CHE,IRQ
CHE,KEN
CHE,LBR
CHE,LVA
CHE,MMR
CHE,MNG
CHE,MWI
CHE,NER
CHE,NZL
CHE,PAN
CHE,SUR
CHE,TGO
CHE,UZB
CHE,YEM
CHE,ZWE
CHL,AFG
CHL,BDI
CHL,BGD
CHL,COG
CHL,EST
CHL,GEO
CHL,GRC
CHL,IRN
CHL,ISL
CHL,LSO
CHL,MEX
CHL,MKD
CHL,MNG
CHL,MWI
CHL,NER
CHL,OMN
CHL,PRT
CHL,RWA
CHL,SDN
CHL,SVN
CHL,SWZ
CHN,BIH
CHN,CAF
CHN,MKD
CMR,ARG
CMR,AUS
CMR,BFA
CMR,CHL
CMR,CYP
CMR,FIN
CMR,GBR
CMR,GEO
CMR,GIN
CMR,LUX
CMR,MDA
CMR,MEX
CMR,MMR
CMR,PER
CMR,QAT
CMR,RWA
CMR,SAU
CMR,SLE
CMR,TKM
CMR,TTO
CMR,YEM
CMR,ZMB
COG,AFG
COG,ALB
COG,BGR
COG,BHR
COG,BRA
COG,CYP
COG,DEU
COG,DNK
COG,GIN
COG,IDN
COG,IRN
COG,JOR
COG,KGZ
COG,KWT
COG,LBN
COG,LSO
COG,MDA
COG,PAK
COG,PAN
COG,POL
COG,SUR
COG,TTO
COG,TZA
COG,UGA
COL,AFG
COL,BFA
COL,COM
COL,CZE
COL,GEO
COL,GHA
COL,IRL
COL,MDA
COL,MLI
COL,MRT
COL,NER
COL,NGA
COL,SAU
COL,SDN
COM,AFG
COM,AUS
COM,BEL
COM,BFA
COM,BLR
COM,CAN
COM,CHL
COM,ESP
COM,EST
COM,GTM
COM,IDN
COM,IND
COM,IRN
COM,ISL
COM,KAZ
COM,KGZ
COM,LBN
COM,LUX
COM,LVA
COM,MDG
COM,MLI
COM,MLT
COM,MUS
COM,NGA
COM,PER
COM,PHL
COM,PRY
COM,QAT
COM,RUS
COM,SAU
COM,SDN
COM,SGP
COM,SUR
COM,SVK
COM,THA
COM,TKM
COM,URY
COM,ZMB
CRI,AGO
CRI,BDI
CRI,BEN
CRI,BRA
CRI,CMR
CRI,GBR
CRI,GEO
CRI,HUN
CRI,IND
CRI,IRL
CRI,JPN
CRI,KHM
CRI,LSO
CRI,LUX
CRI,MKD
CRI,MLI
CRI,MRT
CRI,NOR
CRI,NZL
CRI,PAK
CRI,PHL
CRI,PRT
CRI,THA
CRI,TJK
CRI,URY
CRI,ZWE
CYP,AZE
CYP,BHR
CYP,BWA
CYP,CRI
CYP,DOM
CYP,GAB
CYP,GHA
CYP,LBR
CYP,LUX
CYP,MMR
CYP,MNG
CYP,MWI
CYP,NER
CYP,OMN
CYP,PAN
CYP,SDN
CYP,TCD
CYP,YEM
CYP,ZMB
CZE,COL
CZE,DEU
CZE,DOM
CZE,GAB
CZE,GIN
CZE,JAM
CZE,LKA
CZE,LSO
CZE,MEX
CZE,MMR
CZE,MNG
CZE,MUS
CZE,NER
CZE,PHL
CZE,PRY
CZE,SEN
CZE,SUR
CZE,TCD
CZE,TGO
CZE,UGA
CZE,UZB
CZE,YEM
DEU,ALB
DEU,CAF
DEU,DOM
DEU,ETH
DEU,GIN
DEU,LBR
DEU,NER
DEU,RWA
DEU,TZA
DEU,UGA
DNK,AFG
DNK,ARM
DNK,BDI
DNK,BGD
DNK,BWA
DNK,CAF
DNK,CMR
DNK,COG
