source,target
AFG,CAF
AFG,DOM
AFG,ECU
AFG,ETH
AFG,GHA
AFG,GIN
AFG,GRC
AFG,JPN
AFG,MAR
AFG,MEX
AFG,MWI
AFG,NZL
AFG,PHL
AFG,PRT
AFG,SVN
AFG,URY
AGO,BEN
AGO,BFA
AGO,CHE
AGO,COG
AGO,COM
AGO,DOM
AGO,ECU
AGO,ESP
AGO,GEO
AGO,HND
AGO,IDN
AGO,JOR
AGO,LBR
AGO,LSO
AGO,MDA
AGO,NER
AGO,NIC
AGO,NZL
AGO,PAN
AGO,PRY
AGO,SDN
AGO,SVK
AGO,THA
AGO,TUN
AGO,TUR
AGO,YEM
ALB,AZE
ALB,BDI
ALB,BIH
ALB,BRA
ALB,CAF
ALB,COG
ALB,FRA
ALB,GIN
ALB,HND
ALB,IRL
ALB,ISL
ALB,ISR
ALB,JPN
ALB,KGZ
ALB,KOR
ALB,MOZ
ALB,NIC
ALB,PAK
ALB,PAN
ALB,PER
ALB,SEN
ALB,TTO
ALB,UZB
ALB,VNM
ARE,ARG
ARE,ARM
ARE,BOL
ARE,CAF
ARE,COG
ARE,ETH
ARE,GEO
ARE,GIN
ARE,ISR
ARE,JAM
ARE,LVA
ARE,MKD
ARE,MWI
ARE,NER
ARE,NZL
ARE,PAN
ARE,SGP
ARE,SVK
ARE,SVN
ARE,TCD
ARE,TUN
ARE,URY
ARE,VNM
ARE,ZAF
ARE,ZWE
ARG,CAF
ARG,CMR
ARG,CYP
ARG,KAZ
ARG,LBR
ARG,MOZ
ARG,NPL
ARG,NZL
ARG,RWA
ARG,SVN
ARG,SWZ
ARG,TJK
ARM,CAF
ARM,CHL
ARM,COG
ARM,CRI
ARM,CZE
ARM,DNK
ARM,IDN
ARM,ISR
ARM,JAM
ARM,KHM
ARM,LBY
ARM,LSO
ARM,LVA
ARM,MKD
ARM,MLI
ARM,MLT
ARM,MOZ
ARM,MRT
ARM,MUS
ARM,NGA
ARM,NZL
ARM,PAK
ARM,PER
ARM,PRT
ARM,SVK
ARM,SVN
ARM,SWE
ARM,TUN
ARM,TZA
ARM,ZWE
AUS,BEN
AUS,BLR
AUS,GIN
AUS,GTM
AUS,LVA
AUS,MDA
AUS,MLI
AUS,MRT
AUS,SWE
AUS,TCD
AUS,TGO
AUS,ZAF
AUT,AGO
AUT,ARM
AUT,BEN
AUT,BWA
AUT,LSO
AUT,MDG
AUT,MNG
AUT,MUS
AUT,NZL
AUT,SGP
AUT,SLE
AUT,SUR
AUT,SWZ
AUT,TKM
AUT,UKR
AUT,UZB
AZE,AGO
AZE,ALB
AZE,BEN
AZE,BHR
AZE,CAF
AZE,CHE
AZE,ESP
AZE,GIN
AZE,GRC
AZE,HND
AZE,JAM
AZE,MEX
AZE,NER
AZE,PER
AZE,SUR
AZE,SWE
AZE,SWZ
AZE,TTO
AZE,UKR
AZE,YEM
AZE,ZAF
AZE,ZMB
BDI,AUT
BDI,AZE
BDI,BGD
BDI,CAN
BDI,CHE
BDI,ESP
BDI,FIN
BDI,GAB
BDI,GBR
BDI,GTM
BDI,IRN
BDI,ISR
BDI,JOR
BDI,LBN
BDI,LTU
BDI,LVA
BDI,MEX
BDI,MMR
BDI,MNG
BDI,MWI
BDI,PAN
BDI,POL
BDI,SAU
BDI,TTO
BDI,UGA
BDI,URY
BDI,UZB
BDI,YEM
BDI,ZWE
BEL,TUN
BEN,AZE
BEN,BDI
BEN,BOL
BEN,BRA
BEN,COM
BEN,CYP
BEN,CZE
BEN,DOM
BEN,ETH
BEN,HND
BEN,HRV
BEN,HTI
BEN,HUN
BEN,IDN
BEN,IRQ
BEN,ISL
BEN,ITA
BEN,JAM
BEN,KGZ
BEN,KOR
BEN,LTU
BEN,MLT
BEN,MWI
BEN,NIC
BEN,NPL
BEN,POL
BEN,SVK
BEN,SVN
BEN,SWE
BEN,TGO
BEN,TTO
BFA,BHR
BFA,BRA
BFA,CHE
BFA,CMR
BFA,CRI
BFA,ESP
BFA,ETH
BFA,FRA
BFA,GEO
BFA,HUN
BFA,ISL
BFA,ISR
BFA,JOR
BFA,JPN
BFA,KEN
BFA,LBR
BFA,LKA
BFA,MEX
BFA,MLT
BFA,MMR
BFA,MWI
BFA,NIC
BFA,NOR
BFA,OMN
BFA,PRY
BFA,SUR
BFA,SWZ
BFA,THA
BFA,TUN
BFA,TZA
BFA,URY
BFA,ZAF
BGD,BFA
BGD,GTM
BGD,JAM
BGD,LBR
BGD,MNG
BGD,PER
BGD,SDN
BGD,SGP
BGD,SVN
