source,target
AFG,BIH
AFG,BRA
AFG,CAF
AFG,CHL
AFG,CMR
AFG,COL
AFG,DOM
AFG,GIN
AFG,ISR
AFG,ITA
AFG,JPN
AFG,LUX
AFG,MEX
AFG,NER
AFG,NIC
AFG,NPL
AFG,PER
AFG,PHL
AFG,PRY
AFG,SVK
AFG,TUN
AFG,UKR
AGO,BFA
AGO,BIH
AGO,BWA
AGO,CHE
AGO,HND
AGO,IRL
AGO,ISL
AGO,KEN
AGO,KGZ
AGO,KOR
AGO,LVA
AGO,MKD
AGO,MMR
AGO,MNG
AGO,MWI
AGO,NIC
AGO,NPL
AGO,PRY
AGO,SAU
AGO,SVK
AGO,TUN
AGO,URY
ALB,ARG
ALB,AZE
ALB,BDI
ALB,BFA
ALB,BLR
ALB,BRA
ALB,BWA
ALB,CAF
ALB,CAN
ALB,COM
ALB,EST
ALB,GIN
ALB,GRC
ALB,JPN
ALB,KEN
ALB,LSO
ALB,LTU
ALB,MLT
ALB,MOZ
ALB,MUS
ALB,NIC
ALB,NPL
ALB,OMN
ALB,PRY
ALB,SGP
ALB,SLE
ALB,TKM
ALB,TTO
ALB,VNM
ARE,ARM
ARE,BOL
ARE,CRI
ARE,EST
ARE,ETH
ARE,GAB
ARE,GHA
ARE,ISL
ARE,MDG
ARE,MOZ
ARE,MWI
ARE,MYS
ARE,NZL
ARE,PRY
ARE,RWA
ARE,SWZ
ARE,TCD
ARE,TUN
ARE,URY
ARG,AFG
ARG,BEN
ARG,CAF
ARG,CMR
ARG,DNK
ARG,IRQ
ARG,JOR
ARG,LBR
ARG,MKD
ARG,MRT
ARG,NIC
ARG,NOR
ARG,NPL
ARG,RWA
ARG,SGP
ARG,SVN
ARG,SWZ
ARG,TJK
ARG,TZA
ARM,ARE
ARM,AUT
ARM,BHR
ARM,CHE
ARM,CHL
ARM,COG
ARM,CZE
ARM,ECU
ARM,FIN
ARM,GIN
ARM,ISL
ARM,LKA
ARM,MLI
ARM,MOZ
ARM,NGA
ARM,NOR
ARM,NZL
ARM,PRY
ARM,SAU
ARM,SLE
ARM,SVK
ARM,TCD
ARM,TUN
ARM,URY
AUS,BFA
AUS,CAF
AUS,CMR
AUS,EST
AUS,ETH
AUS,GAB
AUS,ISR
AUS,JAM
AUS,KAZ
AUS,LBR
AUS,LVA
AUS,MDA
AUS,MLI
AUS,MWI
AUS,PRT
AUS,SLE
AUS,TTO
AUS,YEM
AUT,AGO
AUT,BDI
AUT,BWA
AUT,COG
AUT,COM
AUT,GIN
AUT,HND
AUT,HRV
AUT,JAM
AUT,LSO
AUT,MUS
AUT,NOR
AUT,OMN
AUT,SGP
AUT,SUR
AUT,SWZ
AZE,ALB
AZE,AUS
AZE,BEN
AZE,CAF
AZE,ECU
AZE,GHA
AZE,GIN
AZE,IRL
AZE,LBY
AZE,LVA
AZE,MEX
AZE,MUS
AZE,PER
AZE,POL
AZE,RWA
AZE,SWE
AZE,SWZ
AZE,TUR
AZE,YEM
AZE,ZAF
BDI,ALB
BDI,ARE
BDI,BGR
BDI,CHE
BDI,COG
BDI,CYP
BDI,DNK
BDI,ECU
BDI,FIN
BDI,GAB
BDI,GTM
BDI,HND
BDI,IDN
BDI,IRL
BDI,IRQ
BDI,ISR
BDI,JOR
BDI,LSO
BDI,LVA
BDI,MAR
BDI,MEX
BDI,MMR
BDI,MRT
BDI,PAN
BDI,SAU
BDI,SVK
BDI,SVN
BDI,SWE
BDI,TTO
BDI,URY
BDI,YEM
BDI,ZWE
BEL,AZE
BEL,BFA
BEL,EGY
BEL,KOR
BEL,LUX
BEL,TUN
BEN,AZE
BEN,BFA
BEN,BLR
BEN,BOL
BEN,BRA
BEN,CHN
BEN,DNK
BEN,FRA
BEN,GTM
BEN,IDN
BEN,IRQ
BEN,ISL
BEN,ITA
BEN,JAM
BEN,LVA
BEN,MAR
BEN,MEX
BEN,NER
BEN,NIC
BEN,OMN
BEN,PHL
BEN,SVK
BEN,TJK
BEN,TUR
BEN,ZMB
BFA,ALB
BFA,AUS
BFA,BDI
BFA,BHR
BFA,BOL
BFA,CHE
BFA,CHL
BFA,CZE
BFA,ESP
BFA,HND
BFA,IDN
BFA,IRQ
BFA,ISL
BFA,ITA
BFA,JOR
BFA,JPN
BFA,KEN
BFA,KGZ
BFA,KOR
BFA,LVA
BFA,MLT
BFA,MMR
BFA,NIC
BFA,OMN
BFA,PAN
BFA,PER
BFA,PHL
BFA,PRT
BFA,PRY
BFA,RWA
BFA,SAU
BFA,SUR
BFA,SVN
BFA,THA
BFA,TZA
BFA,UKR
BGD,BIH
BGD,BOL
BGD,BRA
BGD,CRI
BGD,DOM
BGD,ECU
BGD,GIN
BGD,ITA
BGD,LSO
BGD,MEX
BGD,MNG
BGD,MOZ
BGD,NIC
BGD,PAN
BGD,PER
BGD,RWA
BGD,SVN
BGD,TKM
BGD,URY
BGR,AFG
BGR,BDI
BGR,CYP
BGR,HND
BGR,KGZ
BGR,LBR
BGR,LSO
BGR,MWI
BGR,NZL
BGR,OMN
BGR,QAT
BGR,SUR
BGR,UGA
BGR,URY
BGR,UZB
BHR,ARG
BHR,AUT
BHR,BFA
BHR,BOL
BHR,CAN
BHR,CMR
BHR,ESP
BHR,GAB
BHR,GEO
BHR,GIN
BHR,HND
BHR,KEN
BHR,LBR
BHR,LBY
BHR,LSO
BHR,MEX
BHR,MWI
BHR,NER
BHR,PRY
BHR,SVK
BHR,SWE
BHR,SWZ
BHR,TCD
BHR,TJK
BHR,VNM
BIH,AFG
BIH,ARG
BIH,ARM
BIH,AUS
BIH,BDI
BIH,BOL
BIH,CAN
BIH,CHN
BIH,CZE
BIH,ECU
