source,target
AFG,ALB
AFG,BFA
AFG,CAF
AFG,COM
AFG,DOM
AFG,DZA
AFG,EST
AFG,FIN
AFG,GAB
AFG,GRC
AFG,ISL
AFG,JOR
AFG,LTU
AFG,LUX
AFG,MAR
AFG,MRT
AFG,NER
AFG,QAT
AFG,SGP
AFG,THA
AGO,AFG
AGO,BDI
AGO,BGD
AGO,BWA
AGO,CAF
AGO,HRV
AGO,KAZ
AGO,KGZ
AGO,LBR
AGO,LTU
AGO,MEX
AGO,SEN
AGO,TUR
ALB,BEN
ALB,CHL
ALB,ECU
ALB,GIN
ALB,IDN
ALB,KWT
ALB,MEX
ALB,MNG
ALB,PAK
ALB,PRT
ALB,PRY
ALB,RWA
ALB,SLE
ALB,SUR
ALB,SWZ
ALB,TKM
ALB,TTO
ALB,UZB
ALB,ZWE
ARE,ALB
ARE,BEN
ARE,BFA
ARE,BLR
ARE,CMR
ARE,COM
ARE,DOM
ARE,GIN
ARE,ITA
ARE,KHM
ARE,LBR
ARE,LSO
ARE,MLI
ARE,MWI
ARE,SVK
ARE,TTO
ARG,AFG
ARG,ARM
ARG,BDI
ARG,BEN
ARG,BFA
ARG,BWA
ARG,CAF
ARG,CMR
ARG,CYP
ARG,ECU
ARG,EST
ARG,GIN
ARG,JPN
ARG,KAZ
ARG,KWT
ARG,MNG
ARG,MUS
ARG,SEN
ARG,TGO
ARG,YEM
ARG,ZWE
ARM,AFG
ARM,AGO
ARM,ARE
ARM,AUS
ARM,AUT
ARM,BFA
ARM,CHE
ARM,DOM
ARM,ETH
ARM,FIN
ARM,GRC
ARM,HRV
ARM,HTI
ARM,HUN
ARM,IRL
ARM,JPN
ARM,LUX
ARM,MAR
ARM,MDA
ARM,MDG
ARM,MLT
ARM,MMR
ARM,MOZ
ARM,MYS
ARM,NLD
ARM,NOR
ARM,OMN
ARM,PAN
ARM,PER
ARM,PHL
ARM,POL
ARM,QAT
ARM,SUR
ARM,SWE
ARM,TCD
ARM,TGO
ARM,TTO
ARM,TUN
ARM,TUR
ARM,UZB
ARM,ZWE
AUS,AFG
AUS,HTI
AUS,ISL
AUS,LBR
AUS,LSO
AUS,LUX
AUS,MOZ
AUS,MRT
AUS,NGA
AUS,TTO
AUS,ZMB
AUT,LBY
AUT,MDG
AUT,MEX
AUT,MOZ
AUT,MRT
AUT,MUS
AUT,PER
AUT,TGO
AUT,TJK
AUT,ZAF
AZE,ALB
AZE,BEN
AZE,BRA
AZE,DOM
AZE,DZA
AZE,GIN
AZE,GTM
AZE,HTI
AZE,IDN
AZE,JAM
AZE,LBR
AZE,MEX
AZE,MRT
AZE,NIC
AZE,NZL
AZE,PER
AZE,RWA
AZE,SAU
AZE,SEN
AZE,SWZ
AZE,TGO
AZE,TTO
AZE,TZA
AZE,URY
AZE,ZAF
BDI,ARM
BDI,BGD
BDI,BGR
BDI,CHE
BDI,COG
BDI,COL
BDI,DNK
BDI,DOM
BDI,ECU
BDI,EGY
BDI,ESP
BDI,EST
BDI,GBR
BDI,GEO
BDI,GRC
BDI,GTM
BDI,IDN
BDI,IND
BDI,IRN
BDI,IRQ
BDI,ISR
BDI,JPN
BDI,KAZ
BDI,KOR
BDI,LBN
BDI,LBR
BDI,LKA
BDI,LTU
BDI,MLI
BDI,MRT
BDI,NZL
BDI,OMN
BDI,PAN
BDI,POL
BDI,SAU
BDI,SDN
BDI,SGP
BDI,SUR
BDI,TCD
BDI,TTO
BDI,USA
BDI,VNM
BDI,ZWE
BEL,CAF
BEL,KGZ
BEL,SUR
BEN,AGO
BEN,ALB
BEN,ARG
BEN,BLR
BEN,COG
BEN,COL
BEN,DZA
BEN,GRC
BEN,GTM
BEN,HRV
BEN,IDN
BEN,IRL
BEN,IRN
BEN,KOR
BEN,LBN
BEN,LTU
BEN,LUX
BEN,MKD
BEN,MNG
BEN,MWI
BEN,NPL
BEN,PAK
BEN,PRT
BEN,PRY
BEN,THA
BEN,TZA
BFA,AZE
BFA,BGD
BFA,BHR
BFA,CHL
BFA,COM
BFA,CYP
BFA,GBR
BFA,HUN
BFA,IRL
BFA,ISR
BFA,JAM
BFA,JPN
BFA,LSO
BFA,LVA
BFA,MLT
BFA,MNG
BFA,NIC
BFA,NLD
BFA,NZL
BFA,PAK
BFA,POL
BFA,QAT
BFA,RUS
BFA,SLE
BFA,TTO
BFA,TUR
BGD,BGR
BGD,CHL
BGD,COG
BGD,GHA
BGD,GTM
BGD,ISL
BGD,JAM
BGD,LSO
BGD,SDN
BGD,SEN
BGD,SWZ
BGD,TGO
BGD,YEM
BGR,BFA
BGR,BHR
BGR,BOL
BGR,CRI
BGR,ECU
BGR,ETH
BGR,HND
BGR,HTI
BGR,KAZ
BGR,MKD
BGR,MRT
BGR,MUS
BGR,MWI
BGR,MYS
BGR,RWA
BGR,SGP
BGR,SUR
BGR,TCD
BGR,URY
BGR,ZWE
BHR,ARG
BHR,AUS
BHR,BDI
BHR,BGR
BHR,BIH
BHR,BLR
BHR,CHL
BHR,COM
BHR,CYP
BHR,CZE
BHR,DNK
BHR,FIN
BHR,GAB
BHR,GIN
BHR,HND
BHR,HRV
BHR,ISL
BHR,KEN
BHR,LBR
BHR,MLI
BHR,MMR
BHR,MRT
BHR,PRY
BHR,RWA
BHR,SDN
BHR,SVN
BHR,SWZ
BHR,TJK
BHR,URY
BHR,ZAF
BHR,ZMB
BIH,BEN
BIH,BHR
