source,target
AFG,BGD
AFG,BIH
AFG,CHL
AFG,CMR
AFG,CRI
AFG,DZA
AFG,GRC
AFG,JOR
AFG,PAN
AFG,SVN
AFG,URY
AFG,VNM
AFG,ZMB
AGO,BIH
AGO,CHL
AGO,CMR
AGO,CZE
AGO,FIN
AGO,GEO
AGO,GIN
AGO,IRL
AGO,JAM
AGO,KGZ
AGO,MWI
AGO,NPL
AGO,NZL
AGO,PAN
AGO,SGP
AGO,SVK
AGO,SWZ
AGO,TCD
AGO,TKM
ALB,AFG
ALB,BDI
ALB,BEN
ALB,BWA
ALB,CMR
ALB,COL
ALB,EGY
ALB,HRV
ALB,IND
ALB,IRN
ALB,KWT
ALB,LKA
ALB,MLI
ALB,MRT
ALB,NER
ALB,NPL
ALB,PAK
ALB,PAN
ALB,SUR
ALB,SVK
ALB,SWE
ALB,SWZ
ALB,TCD
ALB,URY
ALB,VNM
ARE,BDI
ARE,BFA
ARE,BOL
ARE,BWA
ARE,CHL
ARE,CYP
ARE,GBR
ARE,JAM
ARE,MNG
ARE,NIC
ARE,PAK
ARE,PAN
ARE,SEN
ARE,SVK
ARE,TGO
ARE,TKM
ARE,TTO
ARE,UZB
ARE,ZWE
ARG,AGO
ARG,BHR
ARG,BLR
ARG,DZA
ARG,GAB
ARG,GHA
ARG,GIN
ARG,ITA
ARG,LBN
ARG,LBY
ARG,MMR
ARG,MRT
ARG,PAN
ARG,RWA
ARG,SLE
ARG,SUR
ARG,SWZ
ARG,TCD
ARG,TGO
ARG,ZMB
ARM,AFG
ARM,CHL
ARM,COM
ARM,CZE
ARM,ECU
ARM,FRA
ARM,GTM
ARM,IND
ARM,IRQ
ARM,ISL
ARM,ISR
ARM,MLT
ARM,NGA
ARM,PER
ARM,PHL
ARM,SEN
ARM,SUR
ARM,SVN
ARM,SWE
ARM,TGO
ARM,THA
ARM,TJK
ARM,TTO
ARM,VNM
AUS,ALB
AUS,BGR
AUS,BHR
AUS,BOL
AUS,BWA
AUS,COG
AUS,DOM
AUS,GAB
AUS,GEO
AUS,GIN
AUS,HTI
AUS,LUX
AUS,NER
AUS,NGA
AUS,OMN
AUS,PAN
AUS,RWA
AUS,SUR
AUS,TGO
AUT,BEN
AUT,COM
AUT,ETH
AUT,GAB
AUT,GIN
AUT,HTI
AUT,IRQ
AUT,JAM
AUT,MDG
AUT,MLT
AUT,MRT
AUT,RWA
AUT,SUR
AUT,TUN
AUT,ZMB
AZE,BEN
AZE,CAN
AZE,CHL
AZE,EST
AZE,GAB
AZE,GIN
AZE,GTM
AZE,HTI
AZE,JAM
AZE,LBN
AZE,LBY
AZE,LSO
AZE,MLI
AZE,MNG
AZE,MOZ
AZE,MUS
AZE,OMN
AZE,PRT
AZE,PRY
AZE,SLE
AZE,SWZ
AZE,ZMB
BDI,ARE
BDI,BOL
BDI,BWA
BDI,CHE
BDI,CRI
BDI,CYP
BDI,ECU
BDI,ESP
BDI,GBR
BDI,IRL
BDI,JOR
BDI,JPN
BDI,KHM
BDI,KWT
BDI,LBN
BDI,LUX
BDI,LVA
BDI,MDA
BDI,MKD
BDI,MLI
BDI,MLT
BDI,MOZ
BDI,MUS
BDI,MWI
BDI,MYS
BDI,NOR
BDI,NZL
BDI,PER
BDI,POL
BDI,SLE
BDI,TKM
BDI,UKR
BDI,VNM
BDI,ZWE
BEL,ZMB
BEN,AGO
BEN,ARE
BEN,AUS
BEN,BOL
BEN,CHE
BEN,CHL
BEN,CYP
BEN,DOM
BEN,ESP
BEN,EST
BEN,GAB
BEN,GIN
BEN,GTM
BEN,IRQ
BEN,ISR
BEN,KOR
BEN,LVA
BEN,MLI
BEN,PRY
BEN,RWA
