source,target
AFG,AGO
AFG,ALB
AFG,AUS
AFG,BEL
AFG,BEN
AFG,BFA
AFG,COM
AFG,GAB
AFG,GTM
AFG,IRN
AFG,IRQ
AFG,ISR
AFG,JAM
AFG,LSO
AFG,MDA
AFG,MDG
AFG,MKD
AFG,MLT
AFG,MNG
AFG,MYS
AFG,NER
AFG,PER
AFG,PRY
AFG,RWA
AFG,SDN
AFG,SEN
AFG,SVK
AFG,THA
AFG,TUN
AFG,TZA
AFG,UGA
AFG,VNM
AFG,YEM
AFG,ZWE
AGO,ARM
AGO,BIH
AGO,CHE
AGO,CZE
AGO,DNK
AGO,DOM
AGO,FIN
AGO,GEO
AGO,HTI
AGO,KHM
AGO,KOR
AGO,LBN
AGO,LBR
AGO,LSO
AGO,LTU
AGO,MDG
AGO,MKD
AGO,MNG
AGO,NIC
AGO,NLD
AGO,NPL
AGO,PER
AGO,PHL
AGO,QAT
AGO,RWA
AGO,SWZ
AGO,THA
AGO,TUR
AGO,UZB
ALB,AGO
ALB,BEN
ALB,BHR
ALB,CMR
ALB,DZA
ALB,ECU
ALB,GEO
ALB,IRN
ALB,KAZ
ALB,KGZ
ALB,KHM
ALB,LUX
ALB,MLI
ALB,MLT
ALB,MNG
ALB,MOZ
ALB,NGA
ALB,NPL
ALB,OMN
ALB,PRT
ALB,TTO
ALB,UGA
ALB,UKR
ALB,VNM
ALB,ZAF
ALB,ZWE
ARE,BGR
ARE,BRA
ARE,CMR
ARE,HRV
ARE,JAM
ARE,KHM
ARE,MUS
ARE,NER
ARE,PER
ARE,RWA
ARE,SUR
ARE,SVN
ARE,SWE
ARE,TCD
ARE,TGO
ARE,TTO
ARE,VNM
ARE,ZMB
ARG,AFG
ARG,AUS
ARG,BDI
ARG,CAF
ARG,LBR
ARG,LSO
ARG,LTU
ARG,MLI
ARG,MLT
ARG,MMR
ARG,MYS
ARG,NIC
ARG,OMN
ARG,QAT
ARG,TCD
ARG,TGO
ARG,TZA
ARG,UGA
ARG,ZMB
ARM,AFG
ARM,AGO
ARM,ARE
ARM,BEN
