source,target
AFG,ARM
AFG,AZE
AFG,BFA
AFG,BGD
AFG,BHR
AFG,BIH
AFG,CHE
AFG,CMR
AFG,COG
AFG,COM
AFG,CYP
AFG,DOM
AFG,ECU
AFG,ISR
AFG,JOR
AFG,MDA
AFG,MWI
AFG,NZL
AFG,PAN
AFG,PER
AFG,SDN
AFG,SGP
AFG,SLE
AFG,SUR
AFG,SVK
AFG,SWZ
AFG,TGO
AFG,TTO
AFG,VNM
AFG,ZMB
AFG,ZWE
AGO,AFG
AGO,ARE
AGO,ARM
AGO,BEN
AGO,BGR
AGO,CHL
AGO,HRV
AGO,HUN
AGO,IRQ
AGO,JOR
AGO,KAZ
AGO,LBN
AGO,LBR
AGO,LBY
AGO,MDA
AGO,NIC
AGO,POL
AGO,SVN
AGO,THA
AGO,TJK
AGO,UGA
AGO,UKR
AGO,YEM
AGO,ZWE
ALB,AFG
ALB,ARE
ALB,AZE
ALB,BGD
ALB,BHR
ALB,BWA
ALB,CAN
ALB,ECU
ALB,GHA
ALB,ITA
ALB,JAM
ALB,KAZ
ALB,KGZ
ALB,LKA
ALB,MLT
ALB,MRT
ALB,NGA
ALB,PER
ALB,RWA
ALB,TCD
ALB,THA
ALB,URY
ALB,UZB
ARE,BGR
ARE,BHR
ARE,BRA
ARE,CAN
ARE,COM
ARE,DOM
ARE,ITA
ARE,JOR
ARE,KGZ
ARE,KHM
ARE,MUS
ARE,NIC
ARE,PRY
ARE,RWA
ARE,TGO
ARE,TJK
ARE,TTO
ARE,ZWE
ARG,CMR
ARG,DOM
ARG,ETH
ARG,GIN
ARG,ISL
ARG,JAM
ARG,JOR
ARG,LKA
ARG,MDA
ARG,MKD
ARG,MRT
ARG,MUS
ARG,RWA
ARG,SDN
ARG,SEN
ARG,SLE
ARG,TCD
ARG,THA
ARG,TKM
ARG,UKR
ARG,VNM
ARM,AGO
ARM,ARE
ARM,BLR
ARM,CHL
ARM,CYP
ARM,GIN
ARM,GTM
ARM,HND
ARM,HRV
ARM,IRQ
ARM,ISL
ARM,KHM
ARM,MDA
ARM,MKD
ARM,MRT
ARM,MUS
ARM,NIC
ARM,NLD
ARM,NZL
ARM,PER
ARM,SUR
ARM,SVK
ARM,SWE
ARM,SWZ
ARM,TGO
ARM,THA
ARM,TUN
ARM,TZA
AUS,BFA
AUS,FIN
AUS,GHA
AUS,HND
AUS,HTI
AUS,KHM
AUS,MOZ
AUS,PAN
AUS,PRY
AUS,SDN
AUS,TKM
AUS,TTO
AUS,UZB
AUS,YEM
AUT,COM
AUT,HND
AUT,KWT
AUT,LTU
AUT,MMR
AUT,MRT
AUT,NIC
AUT,NZL
AUT,SEN
AUT,SUR
AUT,SWZ
AZE,AGO
AZE,AUS
AZE,BEN
AZE,BFA
AZE,BIH
AZE,CAF
AZE,COM
AZE,DOM
AZE,EGY
AZE,ESP
AZE,EST
AZE,GTM
AZE,HTI
AZE,HUN
AZE,IDN
AZE,LBY
AZE,MNG
AZE,PAK
AZE,PAN
AZE,PRY
AZE,SAU
AZE,SLE
AZE,SUR
AZE,SVN
AZE,SWE
AZE,THA
AZE,UGA
AZE,ZMB
BDI,AFG
BDI,ARE
BDI,BEL
BDI,BWA
BDI,CHE
BDI,COG
BDI,ESP
BDI,GBR
BDI,GIN
BDI,GRC
BDI,GTM
BDI,HRV
BDI,IRQ
BDI,ISR
BDI,JOR
BDI,KGZ
BDI,KOR
BDI,KWT
BDI,LSO
BDI,LVA
BDI,MDA
BDI,MDG
BDI,MEX
BDI,MRT
BDI,NER
BDI,NIC
BDI,NLD
BDI,NOR
BDI,NZL
BDI,PER
BDI,PRY
BDI,RUS
BDI,SEN
BDI,SVN
BDI,TCD
BDI,TKM
BDI,TUR
BDI,YEM
BEL,BEN
BEL,OMN
BEN,ALB
BEN,ARE
BEN,AUT
BEN,BEL
BEN,BIH
BEN,COL
BEN,CRI
BEN,ESP
BEN,GEO
BEN,GRC
BEN,GTM
BEN,HUN
BEN,IRN
BEN,KGZ
BEN,KHM
BEN,LTU
BEN,LVA
BEN,MUS
BEN,PAK
BEN,QAT
BEN,SVK
BEN,THA
BEN,TKM
BEN,TUR
BEN,UZB
BEN,ZMB
BFA,BHR
BFA,CHE
BFA,CRI
BFA,CZE
BFA,ECU
BFA,ETH
BFA,FIN
BFA,GTM
BFA,HUN
