source,target
AFG,AGO
AFG,CAF
AFG,CMR
AFG,DNK
AFG,FRA
AFG,GRC
AFG,GTM
AFG,HTI
AFG,IDN
AFG,IND
AFG,KGZ
AFG,MDG
AFG,MMR
AFG,MWI
AFG,PER
AFG,RWA
AFG,SEN
AFG,SVK
AGO,BFA
AGO,BWA
AGO,FIN
AGO,GRC
AGO,HUN
AGO,IRQ
AGO,KAZ
AGO,KGZ
AGO,LBN
AGO,LUX
AGO,MKD
AGO,MMR
AGO,MWI
AGO,MYS
AGO,NIC
AGO,NPL
AGO,RWA
AGO,SUR
AGO,SVN
AGO,TTO
AGO,UZB
ALB,BEN
ALB,BHR
ALB,BLR
ALB,BRA
ALB,CAF
ALB,CAN
ALB,COG
ALB,CRI
ALB,IDN
ALB,IND
ALB,JPN
ALB,KAZ
ALB,KEN
ALB,KHM
ALB,KOR
ALB,LSO
ALB,MDA
ALB,MDG
ALB,NIC
ALB,NPL
ALB,PRY
ALB,QAT
ALB,SLE
ALB,TGO
ALB,UKR
ALB,URY
ALB,ZWE
ARE,CAF
ARE,CMR
ARE,COG
ARE,COL
ARE,EST
ARE,ETH
ARE,HTI
ARE,JAM
ARE,LSO
ARE,MEX
ARE,NER
ARE,PAK
ARE,PRY
ARE,SWZ
ARE,TCD
ARE,TJK
ARE,TKM
ARG,BDI
ARG,BEN
ARG,COM
ARG,DNK
ARG,EST
ARG,GEO
ARG,HTI
ARG,KAZ
ARG,LBR
ARG,LKA
ARG,MDA
ARG,MWI
ARG,OMN
ARG,SLE
ARG,TKM
ARM,AGO
ARM,ALB
ARM,BIH
ARM,CHL
ARM,CMR
ARM,COG
ARM,COL
ARM,CYP
ARM,DEU
ARM,ECU
ARM,EST
ARM,ISR
ARM,JPN
ARM,KWT
ARM,LBY
ARM,LUX
ARM,MDA
ARM,MKD
ARM,MLI
ARM,MLT
ARM,MMR
ARM,NOR
ARM,SDN
ARM,TUR
ARM,URY
ARM,ZWE
AUS,AGO
AUS,BEN
AUS,BFA
AUS,CAF
AUS,COG
AUS,JOR
AUS,RWA
AUS,SEN
AUS,SLE
AUS,SUR
AUS,TCD
AUT,ARM
AUT,BWA
AUT,COM
AUT,GIN
AUT,HTI
AUT,KHM
AUT,LTU
AUT,LUX
AUT,MOZ
AUT,NER
AUT,PAK
AUT,PHL
AUT,RWA
AUT,SLE
AUT,TGO
AUT,TTO
AUT,TZA
AZE,AGO
AZE,ALB
AZE,BWA
AZE,CAF
AZE,CAN
AZE,CRI
AZE,EGY
AZE,FIN
AZE,GTM
AZE,KEN
AZE,LBN
AZE,LBY
AZE,MUS
AZE,NGA
AZE,SAU
AZE,SEN
AZE,SLE
AZE,SUR
AZE,SVN
AZE,UKR
AZE,VNM
AZE,ZWE
BDI,ARE
BDI,AUS
BDI,AZE
BDI,BGR
BDI,CAN
BDI,CZE
BDI,ESP
BDI,EST
BDI,GRC
BDI,GTM
BDI,HTI
BDI,IDN
BDI,IRL
BDI,JOR
BDI,JPN
BDI,KGZ
BDI,KWT
BDI,LKA
BDI,LVA
BDI,MDA
BDI,MEX
BDI,SGP
BDI,SVN
BDI,SWE
BDI,TGO
BDI,TTO
BDI,YEM
BEL,AZE
BEL,BOL
BEL,ECU
BEL,UZB
BEN,BGD
BEN,BWA
BEN,COM
BEN,CYP
BEN,DOM
BEN,GTM
BEN,IND
BEN,IRN
BEN,LKA
BEN,LVA
BEN,MAR
BEN,MLT
BEN,OMN
BEN,UKR
