source,target
AFG,AGO
AFG,ARE
AFG,ARM
AFG,AZE
AFG,BIH
AFG,BLR
AFG,CHE
AFG,COG
AFG,COL
AFG,CYP
AFG,EST
AFG,GRC
AFG,IRL
AFG,IRQ
AFG,LKA
AFG,LUX
AFG,MLI
AFG,MLT
AFG,MRT
AFG,NGA
AFG,OMN
AFG,PER
AFG,PRT
AFG,SDN
AFG,TGO
AFG,TTO
AFG,TZA
AFG,YEM
AFG,ZMB
AGO,ARM
AGO,AZE
AGO,BDI
AGO,BHR
AGO,BLR
AGO,COG
AGO,COM
AGO,CYP
AGO,GEO
AGO,HRV
AGO,IDN
AGO,ISR
AGO,JOR
AGO,KHM
AGO,KOR
AGO,LBN
AGO,LBY
AGO,LUX
AGO,MLT
AGO,MUS
AGO,MWI
AGO,NPL
AGO,PAK
AGO,PAN
AGO,PRY
AGO,SAU
AGO,SLE
AGO,TJK
AGO,TTO
ALB,AGO
ALB,ARG
ALB,AUS
ALB,BWA
ALB,CAF
ALB,CHE
ALB,COL
ALB,ESP
ALB,KWT
ALB,MDG
ALB,MUS
ALB,NPL
ALB,TUR
ALB,UGA
ALB,UZB
ARE,AFG
ARE,BGR
ARE,BWA
ARE,COG
ARE,ECU
ARE,GAB
ARE,KAZ
ARE,KEN
ARE,KWT
ARE,LKA
ARE,LTU
ARE,MAR
ARE,PER
ARE,SWZ
ARG,BEN
ARG,BHR
ARG,BWA
ARG,CMR
ARG,CYP
ARG,KGZ
ARG,LBR
ARG,LSO
ARG,MDA
ARG,MLT
ARG,MMR
ARG,MNG
ARG,NER
ARG,SUR
ARG,TKM
ARG,UGA
ARG,ZMB
ARM,BEN
ARM,BHR
ARM,COL
ARM,DOM
ARM,ESP
ARM,EST
ARM,GAB
ARM,GHA
ARM,GIN
ARM,GRC
ARM,IRL
ARM,ISL
ARM,JPN
ARM,KOR
ARM,LBN
ARM,LTU
ARM,MDG
ARM,MEX
ARM,MKD
ARM,MLT
ARM,NOR
ARM,PAN
ARM,POL
ARM,PRT
ARM,SDN
ARM,TUN
ARM,TZA
ARM,URY
ARM,ZWE
AUS,BHR
AUS,CMR
AUS,COM
AUS,HTI
AUS,KGZ
AUS,LSO
AUS,NER
AUS,OMN
AUS,PRY
AUS,RWA
AUS,SWZ
AUS,TGO
AUS,TJK
AUS,TKM
AUS,YEM
AUT,AGO
AUT,BEN
AUT,BLR
AUT,FIN
AUT,ISR
AUT,KOR
AUT,LKA
AUT,MOZ
AUT,MUS
AUT,NIC
AUT,NZL
AUT,RWA
AUT,TGO
AUT,YEM
AZE,AGO
AZE,AUT
AZE,BHR
AZE,CRI
AZE,DOM
AZE,DZA
AZE,GIN
AZE,GTM
AZE,HTI
AZE,IRL
AZE,ITA
AZE,LBR
AZE,LVA
AZE,MUS
AZE,NIC
AZE,NOR
AZE,PAK
AZE,PRT
AZE,PRY
AZE,SAU
AZE,SUR
AZE,SVN
AZE,TGO
AZE,THA
AZE,URY
AZE,ZWE
BDI,AFG
BDI,BOL
BDI,BWA
BDI,CAN
BDI,CHE
BDI,CYP
BDI,CZE
BDI,FIN
BDI,HTI
BDI,JAM
BDI,LKA
BDI,MDA
BDI,MEX
BDI,MKD
BDI,MYS
BDI,NOR
BDI,NZL
BDI,PHL
BDI,POL
BDI,QAT
BDI,SDN
BDI,SVN
BDI,SWE
BDI,SWZ
BDI,UKR
BDI,VNM
BEL,MNG
BEL,NER
BEL,PRT
BEN,BGD
BEN,BGR
BEN,BOL
BEN,CAN
BEN,COG
BEN,CRI
BEN,ECU
BEN,EST
BEN,FRA
BEN,GIN
BEN,HRV
BEN,IRQ
BEN,JOR
BEN,LKA
BEN,LUX
BEN,MDA
BEN,MKD
BEN,MNG
BEN,MYS
BEN,NZL
BEN,PAK
BEN,PER
BEN,PRT
BEN,SDN
BEN,SEN
BEN,SLE
BEN,SVN
BEN,SWE
BEN,SWZ
BFA,AGO
BFA,ARE
BFA,ARM
BFA,BDI
BFA,BOL
BFA,BWA
BFA,CHL
BFA,COL
BFA,COM
BFA,CRI
BFA,GAB
BFA,ISR
BFA,KHM
BFA,LBN
BFA,LVA
BFA,MDA
BFA,MEX
BFA,MYS
BFA,NPL
BFA,OMN
BFA,PAK
BFA,PAN
BFA,PRY
BFA,THA
BFA,TUR
BFA,UGA
BFA,URY
BGD,AFG
BGD,ARG
BGD,BGR
BGD,BWA
BGD,DOM
BGD,DZA
BGD,JAM
BGD,LSO
BGD,MDA
BGD,MWI
BGD,PRY
BGD,RWA
BGD,TCD
BGD,TTO
BGD,TUN
BGD,ZWE
BGR,AGO
BGR,CAF
BGR,DNK
BGR,DZA
BGR,GIN
BGR,HND
