source,target
AFG,BDI
AFG,BEL
AFG,BGD
AFG,BIH
AFG,BLR
AFG,BOL
AFG,BRA
AFG,CAF
AFG,CHE
AFG,COG
AFG,CRI
AFG,DOM
AFG,EST
AFG,FIN
AFG,GIN
AFG,HRV
AFG,IRQ
AFG,KEN
AFG,LBN
AFG,LBY
AFG,MEX
AFG,NER
AFG,NIC
AFG,NPL
AFG,NZL
AFG,PAN
AFG,PRT
AFG,QAT
AFG,RWA
AFG,SEN
AFG,SGP
AFG,SUR
AFG,SVK
AFG,SWE
AFG,TCD
AFG,TUN
AFG,TUR
AFG,UGA
AGO,ARM
AGO,AUT
AGO,BDI
AGO,BFA
AGO,BHR
AGO,DNK
AGO,GEO
AGO,GTM
AGO,IRL
AGO,ISL
AGO,JAM
AGO,KAZ
AGO,KGZ
AGO,MDG
AGO,MKD
AGO,MLT
AGO,MMR
AGO,MNG
AGO,MYS
AGO,NOR
AGO,PER
AGO,SLE
AGO,SUR
AGO,TGO
ALB,ARM
ALB,AZE
ALB,BDI
ALB,BEN
ALB,BHR
ALB,BOL
ALB,CHL
ALB,COL
ALB,COM
ALB,GIN
ALB,IDN
ALB,ISL
ALB,JPN
ALB,KAZ
ALB,MLI
ALB,MUS
ALB,MWI
ALB,NER
ALB,NGA
ALB,OMN
ALB,PAK
ALB,POL
ALB,SWZ
ALB,TJK
ALB,TKM
ALB,ZAF
ARE,BEN
ARE,CAF
ARE,CZE
ARE,LTU
ARE,LUX
ARE,MKD
ARE,PRT
ARE,PRY
ARE,SVN
ARE,SWZ
ARE,ZMB
ARG,AFG
ARG,BEN
ARG,BOL
ARG,CAF
ARG,EST
ARG,ETH
ARG,JOR
ARG,KAZ
ARG,KGZ
ARG,KHM
ARG,MOZ
ARG,MUS
ARG,OMN
ARG,SLE
ARG,SWE
ARG,THA
ARG,TKM
ARG,URY
ARG,UZB
ARG,YEM
ARG,ZWE
ARM,ALB
ARM,BRA
ARM,CAN
ARM,CZE
ARM,DZA
ARM,EST
ARM,GBR
ARM,HUN
ARM,IRN
ARM,JAM
ARM,KWT
ARM,LVA
ARM,MDA
ARM,NOR
ARM,NPL
ARM,OMN
ARM,SEN
ARM,SGP
ARM,SUR
ARM,SWE
ARM,SWZ
ARM,TUR
ARM,TZA
ARM,UGA
ARM,VNM
ARM,ZWE
AUS,ALB
AUS,BDI
AUS,BHR
AUS,ETH
AUS,GTM
AUS,LUX
AUS,MDG
AUS,OMN
AUS,PRY
AUS,SWE
AUS,TJK
AUS,TZA
AUS,ZMB
AUS,ZWE
AUT,BEN
AUT,BLR
AUT,CAF
AUT,CMR
AUT,COM
AUT,DNK
AUT,LTU
AUT,MDA
AUT,MRT
AUT,MUS
AUT,RWA
AUT,ZWE
AZE,AUS
AZE,BGD
AZE,CAN
AZE,CHN
AZE,CMR
AZE,COG
AZE,CYP
AZE,ECU
AZE,EGY
AZE,EST
AZE,GEO
AZE,GTM
AZE,HRV
AZE,KGZ
AZE,MEX
AZE,MUS
AZE,NER
AZE,PRT
AZE,SWE
AZE,TTO
AZE,TZA
AZE,UGA
AZE,URY
BDI,ALB
BDI,ARM
BDI,AUS
BDI,AUT
BDI,BHR
BDI,BRA
BDI,CAF
BDI,CHE
BDI,COM
BDI,CRI
BDI,FIN
BDI,GTM
BDI,HRV
BDI,HUN
BDI,IRQ
BDI,ISL
BDI,JPN
BDI,MAR
BDI,MMR
BDI,MNG
BDI,MUS
BDI,MYS
BDI,NOR
BDI,NPL
BDI,PAK
BDI,PAN
BDI,PHL
BDI,PRT
BDI,RUS
BDI,SUR
BDI,SVK
BDI,SVN
BDI,SWE
BDI,TJK
BDI,ZMB
BEL,ECU
BEL,LUX
BEL,NOR
BEL,SVN
BEN,ALB
BEN,AUT
BEN,CAN
BEN,CHL
BEN,GIN
BEN,GRC
BEN,GTM
BEN,IND
BEN,KGZ
BEN,KHM
BEN,KOR
BEN,LSO
BEN,LVA
BEN,MDA
BEN,MDG
BEN,MEX
BEN,MYS
BEN,PER
BEN,SAU
BEN,SVK
BEN,UGA
BEN,YEM
BFA,AGO
BFA,ARG
BFA,AUS
BFA,BDI
BFA,BHR
BFA,CAN
BFA,CZE
BFA,GAB
BFA,IND
BFA,KGZ
BFA,LBR
BFA,LKA
BFA,LSO
BFA,MWI
BFA,NZL
BFA,OMN
BFA,PRY
BFA,SDN
BFA,TGO
BFA,TUN
BFA,UKR
BFA,ZMB
BFA,ZWE
BGD,BIH
BGD,BOL
BGD,CHL
BGD,COL
BGD,ESP
BGD,GRC
BGD,HTI
BGD,IRL
BGD,ITA
BGD,MLT
BGD,NGA
BGD,NIC
BGD,NZL
BGD,TKM
BGR,BDI
BGR,BIH
BGR,BWA
BGR,ECU
BGR,ETH
BGR,JOR
BGR,LSO
BGR,MDA
BGR,PER
BGR,QAT
BGR,RWA
BGR,SAU
BGR,SGP
BGR,SWZ
BGR,TCD
BGR,TKM
BGR,TUN
BGR,YEM
BGR,ZMB
BGR,ZWE
BHR,AFG
BHR,AGO
BHR,ARM
BHR,AUT
BHR,BDI
BHR,CAF
BHR,CHE
BHR,CHL
BHR,CMR
BHR,COG
BHR,ECU
BHR,GAB
BHR,GHA
BHR,HUN
BHR,ISL
BHR,LTU
BHR,MDG
BHR,MKD
BHR,MYS
BHR,NER
BHR,NGA
BHR,PER
BHR,PRT
BHR,SAU
BHR,SLE
BHR,TCD
BHR,THA
BHR,TUN
BHR,UGA
BHR,VNM
BHR,YEM
BIH,ARE
BIH,CHL
BIH,COM
BIH,CRI
BIH,CZE
BIH,GAB
BIH,IND
BIH,JOR
BIH,KAZ
BIH,KOR
BIH,KWT
BIH,LBR
BIH,LTU
BIH,MEX
BIH,MRT
BIH,NOR
BIH,OMN
BIH,PHL
BIH,PRY
BIH,RWA
BIH,ZMB
BIH,ZWE
BLR,BEN
BLR,BFA
BLR,BHR
BLR,BOL
BLR,CHE
BLR,CHL
BLR,DNK
BLR,JOR
BLR,KGZ
BLR,KWT
BLR,MKD
BLR,MWI
BLR,NGA
BLR,OMN
BLR,PRT
BLR,SVK
BLR,SWE
BLR,TGO
BLR,THA
BOL,AGO
BOL,ARE
BOL,ARM
BOL,DZA
BOL,ETH
BOL,GAB
BOL,GRC
BOL,HTI
BOL,IDN
BOL,IND
BOL,ISR
BOL,LVA
BOL,MAR
BOL,MRT
BOL,MYS
BOL,NIC
BOL,OMN
BOL,PRT
BOL,RWA
BOL,SGP
BOL,TJK
BOL,TTO
BOL,TUN
BOL,YEM
BRA,AZE
BRA,LBR
BRA,LSO
BRA,LUX
BRA,MDG
BRA,MLT
BRA,TGO
BRA,TJK
BRA,TKM
BRA,UGA
BWA,AZE
BWA,CAF
BWA,CAN
BWA,CHE
BWA,DNK
BWA,ECU
BWA,IDN
BWA,ITA
BWA,JOR
BWA,LVA
BWA,MDA
BWA,MEX
BWA,MLI
BWA,MUS
BWA,OMN
BWA,PER
BWA,PRT
BWA,SUR
BWA,SVN
BWA,SWE
BWA,SWZ
BWA,TGO
BWA,TJK
BWA,TUR
BWA,UKR
BWA,URY
CAF,AGO
CAF,ARM
CAF,BGR
CAF,BHR
CAF,BOL
CAF,COL
CAF,CRI
CAF,ECU
CAF,ESP
CAF,ETH
CAF,GEO
CAF,GRC
CAF,HTI
CAF,IRN
CAF,KGZ
CAF,LKA
CAF,LTU
CAF,MEX
CAF,MRT
CAF,MUS
CAF,PAK
CAF,PER
CAF,PHL
CAF,POL
CAF,PRY
CAF,SAU
CAF,SWE
CAF,TTO
CAF,ZAF
CAF,ZWE
CAN,ARE
CAN,ARM
CAN,BWA
CAN,EGY
CAN,ETH
CAN,MRT
CAN,MWI
CAN,NER
CAN,TJK
CAN,VNM
CHE,CMR
CHE,COG
CHE,HND
CHE,KGZ
CHE,LKA
CHE,LUX
CHE,MDA
CHE,MNG
CHE,MUS
CHE,MWI
CHE,TGO
CHE,ZMB
CHE,ZWE
CHL,ARM
CHL,AZE
CHL,BDI
CHL,BEN
CHL,BIH
CHL,COM
CHL,GAB
CHL,GHA
CHL,ISL
CHL,KHM
CHL,MRT
CHL,NER
CHL,TTO
CHN,GAB
CHN,GTM
CHN,MLI
CMR,ARM
CMR,BFA
CMR,CAF
CMR,CHE
CMR,GBR
CMR,GEO
CMR,IND
CMR,KEN
CMR,KGZ
CMR,LBN
CMR,LVA
CMR,MLI
CMR,MLT
CMR,MRT
CMR,MWI
CMR,NIC
CMR,NPL
CMR,PAN
CMR,PHL
CMR,POL
CMR,SDN
CMR,TUR
CMR,UGA
CMR,UZB
CMR,YEM
COG,ALB
COG,ARG
COG,ARM
COG,AZE
COG,BHR
COG,BOL
