source,target
AFG,BGD
AFG,CMR
AFG,COM
AFG,CYP
AFG,GTM
AFG,HRV
AFG,IRL
AFG,ISL
AFG,ITA
AFG,JAM
AFG,KEN
AFG,LBN
AFG,LBY
AFG,LUX
AFG,MAR
AFG,MDA
AFG,MLI
AFG,MLT
AFG,MYS
AFG,OMN
AFG,SEN
AFG,SGP
AFG,TCD
AFG,TGO
AFG,UKR
AFG,VNM
AFG,YEM
AFG,ZWE
AGO,AUS
AGO,AUT
AGO,BDI
AGO,BEN
AGO,BIH
AGO,BOL
AGO,CHE
AGO,DNK
AGO,HUN
AGO,IRL
AGO,JOR
AGO,KAZ
AGO,KOR
AGO,MDA
AGO,MEX
AGO,NPL
AGO,OMN
AGO,PHL
AGO,TKM
AGO,TTO
AGO,TZA
ALB,ARM
ALB,BLR
ALB,BOL
ALB,CAF
ALB,ECU
ALB,FIN
ALB,IDN
ALB,JOR
ALB,KAZ
ALB,KHM
ALB,KOR
ALB,LSO
ALB,LUX
ALB,MDA
ALB,MRT
ALB,NOR
ALB,OMN
ALB,POL
ALB,PRY
ALB,SDN
ALB,SEN
ALB,SLE
ALB,SUR
ALB,SWE
ALB,TGO
ALB,TZA
ALB,UKR
ALB,URY
ALB,ZAF
ALB,ZMB
ARE,BGR
ARE,ETH
ARE,GIN
ARE,MDG
ARE,MLT
ARE,MUS
ARE,NER
ARE,PRT
ARE,SVK
ARE,TKM
ARE,TTO
ARE,TZA
ARE,URY
ARE,ZMB
ARE,ZWE
ARG,ARM
ARG,CYP
ARG,EGY
ARG,EST
ARG,ETH
ARG,GEO
ARG,IDN
ARG,ISL
ARG,LSO
ARG,LUX
ARG,MLT
ARG,MOZ
ARG,NZL
ARG,OMN
ARG,SDN
ARG,SVK
ARG,SVN
ARG,YEM
ARM,AGO
ARM,ARE
ARM,AUS
ARM,BDI
ARM,BGD
ARM,BGR
ARM,BOL
ARM,CAN
ARM,CHL
ARM,DNK
ARM,EGY
ARM,GAB
ARM,GRC
ARM,GTM
ARM,IRL
ARM,IRQ
ARM,LBR
ARM,MAR
ARM,MDG
ARM,MLI
ARM,MMR
ARM,MYS
ARM,NGA
ARM,OMN
ARM,PAK
ARM,RWA
ARM,SVN
ARM,SWE
ARM,UGA
AUS,AFG
AUS,AZE
AUS,CRI
AUS,GTM
AUS,IND
AUS,KGZ
AUS,LVA
AUS,MDG
AUS,NPL
AUS,OMN
AUS,PER
AUS,RWA
AUS,UZB
AUT,BGD
AUT,COG
AUT,DNK
AUT,GAB
AUT,GTM
AUT,HTI
AUT,IDN
AUT,JAM
AUT,MDG
AUT,MLI
AUT,MMR
AUT,MOZ
AUT,MUS
AUT,MYS
AUT,SWZ
AUT,TCD
AZE,AFG
AZE,AGO
AZE,BEN
AZE,COL
AZE,CYP
AZE,GAB
AZE,HTI
AZE,LBR
AZE,MDG
AZE,MLT
AZE,MOZ
AZE,NGA
AZE,NPL
AZE,PRT
AZE,SEN
AZE,SLE
AZE,SUR
AZE,TTO
AZE,TUN
AZE,ZMB
BDI,CHL
BDI,DEU
BDI,DZA
BDI,ECU
BDI,GAB
BDI,GEO
BDI,HUN
BDI,IND
BDI,IRL
BDI,ISL
BDI,KHM
BDI,KWT
BDI,LBY
BDI,LTU
BDI,LVA
BDI,MDG
BDI,MMR
BDI,NLD
BDI,NZL
BDI,OMN
BDI,POL
BDI,PRT
BDI,RUS
BDI,SAU
BDI,SLE
BDI,SWE
BDI,TGO
BDI,TTO
BEL,CAF
BEL,GRC
BEL,KGZ
BEN,AUT
BEN,CHL
BEN,DOM
BEN,FIN
BEN,GTM
BEN,HRV
BEN,IRL
BEN,IRQ
BEN,ISL
BEN,ISR
BEN,ITA
BEN,LTU
BEN,MLT
BEN,MMR
BEN,MWI
BEN,MYS
BEN,PER
BEN,THA
BEN,UKR
BEN,UZB
BFA,ALB
BFA,BHR
BFA,BIH
BFA,BOL
BFA,COG
BFA,COM
BFA,CRI
BFA,ECU
BFA,GTM
BFA,HTI
BFA,IRL
BFA,ISR
BFA,ITA
BFA,JAM
BFA,JPN
BFA,KAZ
BFA,KWT
BFA,LTU
BFA,MNG
BFA,MRT
BFA,NER
BFA,NZL
BFA,PER
BFA,POL
BFA,PRY
BFA,RUS
BFA,SGP
BFA,SUR
BFA,SVK
BFA,THA
BFA,UGA
BFA,UZB
BGD,ARG
BGD,BDI
BGD,BFA
BGD,BLR
BGD,BOL
BGD,CAN
BGD,CHL
BGD,CYP
BGD,ESP
BGD,EST
BGD,ETH
BGD,GAB
BGD,HND
BGD,ISL
BGD,KGZ
BGD,MNG
BGD,QAT
BGD,SEN
BGD,ZAF
BGR,ARE
BGR,BOL
BGR,ETH
BGR,GTM
BGR,HTI
BGR,ISL
BGR,KGZ
BGR,KWT
BGR,LBR
BGR,LUX
BGR,MDG
BGR,NGA
BGR,NPL
BGR,NZL
BGR,PER
BGR,SWZ
BGR,TJK
BGR,URY
BHR,BEN
BHR,BIH
BHR,BOL
BHR,COG
BHR,COL
BHR,DOM
BHR,EST
BHR,GIN
BHR,HND
BHR,HUN
BHR,IDN
BHR,IRQ
BHR,JOR
BHR,LUX
BHR,MKD
BHR,MWI
BHR,NGA
BHR,PRY
BHR,RUS
BHR,SAU
BHR,SVN
BHR,TKM
BHR,TZA
BHR,VNM
BIH,AUS
BIH,BRA
BIH,BWA
BIH,COG
BIH,COM
BIH,CRI
BIH,EST
BIH,GIN
BIH,IRQ
BIH,JOR
BIH,KAZ
BIH,LSO
BIH,LUX
BIH,LVA
BIH,MEX
BIH,MUS
BIH,PHL
BIH,SEN
BIH,SUR
BIH,SWZ
BIH,TJK
BIH,TTO
BIH,UKR
BIH,URY
BLR,AFG
BLR,ALB
BLR,ARG
BLR,COG
BLR,EGY
BLR,GRC
BLR,HRV
BLR,JAM
BLR,KHM
BLR,LBN
BLR,MDG
BLR,MLI
BLR,MNG
BLR,UZB
BOL,AFG
BOL,ALB
BOL,ARE
BOL,AZE
BOL,BLR
BOL,BWA
BOL,CHE
BOL,CMR
BOL,ESP
BOL,GIN
BOL,HND
BOL,HUN
BOL,IDN
BOL,IND
BOL,IRQ
BOL,JPN
BOL,KWT
BOL,MDG
BOL,MLT
BOL,MOZ
BOL,MRT
BOL,MUS
BOL,PAK
BOL,PHL
BOL,QAT
BOL,SEN
BOL,SLE
BOL,TGO
BOL,THA
BOL,TJK
BOL,ZAF
BRA,BGD
BRA,CAF
BRA,CYP
BRA,ISL
BRA,KGZ
BRA,MLI
BWA,BDI
BWA,BFA
BWA,BHR
BWA,BOL
BWA,CHE
BWA,CZE
BWA,EST
BWA,FIN
BWA,HTI
BWA,JOR
BWA,LTU
BWA,MWI
BWA,NZL
BWA,PER
BWA,PHL
BWA,PRT
BWA,PRY
BWA,QAT
BWA,SAU
BWA,SVN
BWA,TTO
BWA,USA
BWA,UZB
CAF,AFG
CAF,AZE
CAF,BGD
CAF,BRA
CAF,COL
CAF,DOM
CAF,FRA
CAF,GBR
CAF,GEO
CAF,GRC
CAF,GTM
CAF,HRV
CAF,HUN
CAF,IRN
CAF,ISR
CAF,JAM
CAF,LKA
CAF,MDA
CAF,MLT
CAF,NGA
CAF,NPL
CAF,PAK
CAF,PHL
CAF,RWA
CAF,SAU
CAF,SVK
CAF,SVN
CAF,THA
CAF,TTO
CAF,TUR
CAF,TZA
CAF,UKR
CAF,URY
CAF,UZB
CAN,BHR
CAN,COM
CAN,CYP
