source,target
AFG,BDI
AFG,BEN
AFG,BGD
AFG,BLR
AFG,BOL
AFG,CHL
AFG,COG
AFG,CRI
AFG,DEU
AFG,DOM
AFG,GRC
AFG,HND
AFG,LBN
AFG,LBR
AFG,MKD
AFG,MLI
AFG,MNG
AFG,NIC
AFG,PRY
AFG,SVN
AFG,TKM
AFG,TUN
AFG,URY
AGO,AFG
AGO,ARE
AGO,BFA
AGO,BWA
AGO,CAF
AGO,CHE
AGO,COL
AGO,ECU
AGO,FIN
AGO,GEO
AGO,GRC
AGO,HND
AGO,IDN
AGO,KAZ
AGO,KGZ
AGO,MDA
AGO,MLI
AGO,MNG
AGO,NPL
AGO,PER
AGO,POL
AGO,TTO
AGO,UGA
AGO,YEM
ALB,ARG
ALB,BDI
ALB,BIH
ALB,ECU
ALB,ETH
ALB,GIN
ALB,HND
ALB,IND
ALB,IRN
ALB,IRQ
ALB,JPN
ALB,KWT
ALB,MAR
ALB,MNG
ALB,MWI
ALB,NGA
ALB,PER
ALB,SEN
ALB,SUR
ALB,URY
ALB,ZAF
ARE,AGO
ARE,BDI
ARE,BFA
ARE,BOL
ARE,EST
ARE,ETH
ARE,FRA
ARE,GEO
ARE,GIN
ARE,HRV
ARE,LBR
ARE,LVA
ARE,MLI
ARE,SVN
ARE,SWZ
ARE,TJK
ARE,ZMB
ARG,ARM
ARG,BEN
ARG,BGD
ARG,BIH
ARG,CAF
ARG,CMR
ARG,CYP
ARG,GEO
ARG,GIN
ARG,HUN
ARG,IRL
ARG,ISL
ARG,JAM
ARG,KAZ
ARG,KGZ
ARG,KOR
ARG,LBR
ARG,MWI
ARG,NPL
ARG,OMN
ARG,RUS
ARG,SAU
ARM,ARG
ARM,AUS
ARM,BGD
ARM,BHR
ARM,CHE
ARM,CHL
ARM,CRI
ARM,EGY
ARM,GIN
ARM,KEN
ARM,LBN
ARM,MDA
ARM,MLT
ARM,NOR
ARM,NZL
ARM,PER
ARM,PRY
ARM,RWA
ARM,SVK
ARM,SWE
ARM,TKM
ARM,TUR
ARM,ZAF
AUS,ARM
AUS,BLR
AUS,BOL
AUS,CRI
AUS,DZA
AUS,EGY
AUS,GIN
AUS,ISL
AUS,LSO
AUS,MAR
AUS,MDA
AUS,MWI
AUS,NER
AUS,PRY
AUS,SDN
AUS,SLE
AUS,SWZ
AUS,TJK
AUS,TZA
AUS,YEM
AUS,ZAF
AUT,BDI
AUT,BGD
AUT,BHR
AUT,CHE
AUT,FIN
AUT,MEX
AUT,MRT
AUT,MWI
AUT,RUS
AUT,SUR
AUT,TGO
AUT,ZMB
AZE,AGO
AZE,AUS
AZE,BEN
AZE,CAF
AZE,CAN
AZE,CHE
AZE,CHL
AZE,CMR
AZE,DOM
AZE,DZA
AZE,ESP
AZE,ETH
AZE,GAB
AZE,GEO
AZE,GTM
AZE,JAM
AZE,KGZ
AZE,LBR
AZE,LKA
AZE,MEX
AZE,MKD
AZE,MLT
AZE,MMR
AZE,MOZ
AZE,MRT
AZE,NER
AZE,NGA
AZE,NOR
AZE,NPL
AZE,NZL
AZE,PER
AZE,SDN
AZE,SWE
AZE,TTO
AZE,TUR
AZE,URY
BDI,AFG
BDI,AGO
BDI,ALB
BDI,ARM
BDI,AUS
BDI,BLR
BDI,BRA
BDI,CHE
BDI,COL
BDI,CRI
BDI,CYP
BDI,DNK
BDI,FIN
BDI,FRA
BDI,GAB
BDI,GRC
BDI,HND
BDI,HUN
BDI,IRL
BDI,IRQ
BDI,ISR
BDI,JAM
BDI,JOR
BDI,JPN
BDI,KAZ
BDI,KOR
BDI,LBN
BDI,LBY
BDI,MMR
BDI,MNG
BDI,MOZ
BDI,NOR
BDI,PAN
BDI,PHL
BDI,PRT
BDI,SGP
BDI,SUR
BDI,SVN
BDI,SWE
BDI,TGO
BDI,UKR
BEN,AGO
BEN,ARE
BEN,AUS
BEN,COG
BEN,ECU
BEN,ESP
BEN,GEO
BEN,HUN
BEN,IRN
BEN,JAM
BEN,LBR
BEN,LKA
BEN,LSO
BEN,MYS
BEN,NPL
BEN,SVN
BEN,SWZ
BEN,TKM
BFA,CAN
BFA,CHL
BFA,EST
BFA,GBR
BFA,IDN
BFA,IND
BFA,MMR
BFA,MUS
BFA,NIC
BFA,NOR
BFA,NZL
BFA,OMN
BFA,PAN
BFA,PER
BFA,PHL
BFA,PRT
BFA,PRY
BFA,QAT
BFA,SVK
BFA,TUR
BFA,URY
BGD,ARG
BGD,BDI
BGD,BEL
BGD,BGR
BGD,BIH
BGD,CMR
BGD,DOM
BGD,DZA
BGD,GIN
BGD,HND
BGD,HRV
BGD,IRL
BGD,IRQ
BGD,ISL
BGD,KGZ
BGD,LVA
BGD,NGA
BGD,PER
BGD,PRT
BGD,TKM
BGD,UGA
BGD,ZWE
BGR,BFA
BGR,COL
BGR,COM
BGR,DOM
BGR,KGZ
BGR,LBY
BGR,MDA
BGR,MUS
BGR,MWI
BGR,NIC
BGR,PER
BGR,PHL
BGR,RWA
BGR,TTO
BGR,TZA
BGR,UZB
BHR,ALB
BHR,AUS
BHR,BDI
BHR,CAF
BHR,CHE
BHR,CHL
BHR,FRA
BHR,GRC
BHR,GTM
BHR,HRV
BHR,HUN
BHR,ISL
BHR,JAM
BHR,LSO
BHR,MLI
BHR,MUS
BHR,NIC
BHR,PER
BHR,TCD
BHR,TKM
BHR,UZB
BHR,ZWE
BIH,EGY
BIH,ESP
BIH,ISR
BIH,JAM
BIH,JOR
BIH,KHM
BIH,LUX
BIH,MNG
BIH,MWI
BIH,NER
BIH,NPL
BIH,PHL
BIH,PRY
BIH,RWA
BIH,SUR
BIH,TGO
BIH,THA
BIH,VNM
BIH,ZAF
BIH,ZMB
BIH,ZWE
BLR,AGO
BLR,BEN
BLR,BHR
BLR,COM
BLR,CRI
BLR,GRC
BLR,HND
BLR,HRV
BLR,LBN
BLR,LBR
BLR,MAR
BLR,MKD
BLR,MWI
BLR,NER
BLR,OMN
BLR,PAN
BLR,PRY
BLR,SAU
BLR,SUR
BLR,TGO
BLR,TJK
BLR,TUN
BOL,ALB
BOL,AUS
BOL,BDI
BOL,BGD
BOL,BRA
BOL,CHL
BOL,COM
BOL,DZA
BOL,ESP
BOL,GAB
BOL,GEO
BOL,GIN
BOL,GRC
BOL,HND
BOL,HTI
BOL,HUN
BOL,IDN
BOL,IRL
BOL,IRQ
BOL,KGZ
BOL,KWT
BOL,LKA
BOL,LUX
BOL,MAR
BOL,NER
BOL,NGA
BOL,NIC
BOL,PAN
BOL,POL
BOL,SWE
BOL,THA
BOL,TZA
BOL,ZMB
BRA,AFG
BRA,ARG
BRA,AZE
BRA,BEL
BRA,BHR
BRA,BWA
BRA,KGZ
BRA,LSO
BRA,LTU
BRA,MLT
BRA,TCD
BWA,BRA
BWA,DNK
BWA,ECU
BWA,EGY
BWA,GTM
BWA,IRN
BWA,IRQ
BWA,ITA
BWA,LKA
BWA,MAR
BWA,MEX
BWA,NGA
BWA,PAK
BWA,PER
BWA,PHL
BWA,PRT
BWA,SAU
BWA,SDN
BWA,SUR
BWA,SWE
BWA,TGO
BWA,UKR
BWA,UZB
BWA,YEM
CAF,AGO
CAF,ARE
CAF,ARG
CAF,AUT
CAF,AZE
CAF,BGD
CAF,BOL
CAF,CAN
CAF,CYP
CAF,ESP
CAF,GRC
CAF,GTM
CAF,HRV
CAF,HUN
CAF,IDN
CAF,IRN
CAF,IRQ
CAF,ISL
CAF,ITA
CAF,KGZ
CAF,KOR
CAF,MKD
CAF,MLT
CAF,MRT
CAF,MUS
CAF,MYS
CAF,NIC
CAF,PAN
CAF,PRT
CAF,RWA
CAF,SAU
CAF,SUR
CAF,SVN
CAF,SWE
CAF,TKM
CAF,TTO
CAF,UKR
CAF,ZAF
CAF,ZMB
CAF,ZWE
CAN,AFG
CAN,AZE
CAN,BIH
CAN,BLR
CAN,CZE
CAN,FIN
CAN,KGZ
CAN,KHM
CAN,LBN
CAN,LSO
CAN,MLI
CAN,MOZ
CAN,MUS
CAN,MWI
CAN,NIC
CAN,RWA
CAN,SGP
CAN,SLE
CAN,SWZ
CAN,TJK
CAN,UGA
CAN,UZB
CHE,AFG
CHE,BEN
CHE,EST
CHE,GAB
CHE,GIN
CHE,GTM
CHE,IRQ
CHE,KEN
CHE,LBR
CHE,LKA
CHE,LTU
CHE,MDA
CHE,MUS
CHE,NER
CHE,OMN
CHE,QAT
CHE,SGP
CHE,SUR
CHE,TKM
CHL,AFG
CHL,ARG
CHL,BDI
CHL,BEN
CHL,CAF
CHL,COM
CHL,DZA
CHL,GAB
CHL,HUN
CHL,KAZ
CHL,KHM
CHL,LBR
CHL,LBY
CHL,LUX
CHL,LVA
CHL,MKD
CHL,MWI
CHL,NER
CHL,PAK
CHL,SDN
CHL,ZMB
CHL,ZWE
CHN,KOR
CHN,SLE
CHN,TZA
CHN,URY
CMR,AGO
CMR,AUS
CMR,BHR
CMR,FIN
CMR,GAB
CMR,HRV
CMR,KGZ
CMR,KWT
CMR,LSO
CMR,MEX
CMR,NER
CMR,PAN
CMR,QAT
CMR,SGP
CMR,TTO
CMR,UGA
CMR,URY
CMR,UZB
COG,ALB
COG,BDI
COG,BEN
COG,BGD
COG,BHR
COG,DNK
COG,ECU
COG,GTM
COG,HUN
COG,KAZ
COG,KOR
COG,KWT
COG,MDA
COG,MEX
COG,MLI
COG,MOZ
COG,MYS
COG,NLD
COG,NPL
COG,PAN
COG,PER
COG,PRT
COG,SAU
COG,SGP
COG,SWZ
COG,TJK
COG,TUR
COG,UZB
COL,AFG
COL,ARE
COL,AZE
COL,BDI
COL,BFA
COL,BHR
COL,CAF
COL,CHE
COL,COM
COL,CYP
COL,DNK
COL,FIN
COL,IND
COL,ISL
COL,KEN
COL,KGZ
COL,LTU
COL,MLI
COL,MMR
COL,MUS
COL,MWI
COL,NER
COL,NPL
COL,NZL
COL,PRY
COL,SEN
COL,THA
COL,TJK
COL,TKM
COL,TUN
COL,UKR
COM,AFG
COM,AUS
COM,BGR
COM,BHR
COM,BLR
COM,BOL
COM,CMR
COM,CRI
COM,DEU
COM,DNK
COM,ECU
COM,ESP
COM,FIN
COM,HTI
COM,HUN
COM,IRL
COM,IRN
COM,IRQ
COM,ISL
COM,KGZ
COM,LBR
COM,MEX
COM,MKD
COM,MMR
COM,MOZ
COM,NGA
COM,NOR
COM,PAN
COM,SAU
COM,SVK
COM,SWE
COM,TKM
COM,TTO
COM,VNM
CRI,ALB
CRI,ARM
