source,target
AFG,BEL
AFG,BFA
AFG,BLR
AFG,COL
AFG,COM
AFG,GBR
AFG,KGZ
AFG,KWT
AFG,LKA
AFG,LSO
AFG,LTU
AFG,MEX
AFG,MYS
AFG,NGA
AFG,NOR
AFG,PAN
AFG,PER
AFG,SLE
AFG,SVK
AFG,ZWE
AGO,AFG
AGO,BFA
AGO,BGD
AGO,BIH
AGO,CAF
AGO,CHL
AGO,CRI
AGO,CYP
AGO,ESP
AGO,ETH
AGO,GIN
AGO,GTM
AGO,IRN
AGO,JAM
AGO,JPN
AGO,KGZ
AGO,LBN
AGO,LSO
AGO,MRT
AGO,MWI
AGO,NOR
AGO,PAN
AGO,PRY
AGO,TKM
ALB,AFG
ALB,BDI
ALB,DZA
ALB,EST
ALB,GEO
ALB,GHA
ALB,GTM
ALB,HND
ALB,HUN
ALB,IND
ALB,IRQ
ALB,KAZ
ALB,KHM
ALB,LKA
ALB,MEX
ALB,MWI
ALB,PAN
ALB,PHL
ALB,PRT
ALB,QAT
ALB,SEN
ALB,SGP
ALB,SUR
ALB,SVK
ALB,SWE
ALB,ZWE
ARE,AZE
ARE,CAF
ARE,COM
ARE,ECU
ARE,FRA
ARE,HRV
ARE,HTI
ARE,HUN
ARE,ISL
ARE,MLI
ARE,MOZ
ARE,MUS
ARE,MWI
ARE,PAN
ARE,PRT
ARE,RWA
ARE,SDN
ARE,SWZ
ARE,TKM
ARE,ZWE
ARG,AFG
ARG,BFA
ARG,CAF
ARG,CMR
ARG,COG
ARG,COM
ARG,ETH
ARG,GEO
ARG,ISL
ARG,JOR
ARG,KGZ
ARG,LVA
ARG,MDG
ARG,MLI
ARG,MRT
ARG,MWI
ARG,QAT
ARG,TGO
ARG,TJK
ARG,UKR
ARM,ALB
ARM,BEN
ARM,BFA
ARM,COG
ARM,COL
ARM,ETH
ARM,FIN
ARM,GIN
ARM,KEN
ARM,LBR
ARM,MDA
ARM,NGA
ARM,OMN
ARM,PRT
ARM,SAU
ARM,SEN
ARM,SLE
ARM,SWZ
ARM,UZB
AUS,AGO
AUS,AZE
AUS,BEN
AUS,CAF
AUS,COG
AUS,FIN
AUS,GAB
AUS,HND
AUS,KGZ
AUS,LVA
AUS,MDA
AUS,MDG
AUS,MLI
AUS,MOZ
AUS,NGA
AUS,NIC
AUS,PRY
AUS,ZMB
AUT,ARG
AUT,BDI
AUT,BGD
AUT,BWA
AUT,CAF
AUT,DZA
AUT,GAB
AUT,HND
AUT,JAM
AUT,MUS
AUT,NIC
AUT,RWA
AUT,SUR
AUT,SWZ
AUT,TTO
AUT,TZA
AUT,UZB
AZE,ALB
AZE,BDI
AZE,BHR
AZE,DNK
AZE,EST
AZE,GRC
AZE,HND
AZE,LBR
AZE,LBY
AZE,MLI
AZE,MRT
AZE,NER
AZE,PRY
AZE,SGP
AZE,SWZ
AZE,THA
AZE,YEM
AZE,ZMB
BDI,ALB
BDI,ARM
BDI,AUS
BDI,AUT
BDI,BEN
BDI,BGD
BDI,BGR
BDI,BHR
BDI,BIH
BDI,BWA
BDI,CHL
BDI,CRI
BDI,DOM
BDI,EST
BDI,GBR
BDI,GRC
BDI,GTM
BDI,HND
BDI,IRN
BDI,JPN
BDI,KAZ
BDI,LKA
BDI,MLT
BDI,MMR
BDI,MNG
BDI,MRT
BDI,NGA
BDI,NIC
BDI,PHL
BDI,QAT
BDI,SAU
BDI,SDN
BDI,SWE
BDI,TGO
BDI,TTO
BDI,TUN
BDI,UZB
BDI,YEM
BDI,ZMB
BEL,BDI
BEL,MLT
BEN,AUT
BEN,BIH
BEN,BOL
BEN,CHL
BEN,COL
BEN,CRI
BEN,CYP
BEN,GHA
BEN,HUN
BEN,IDN
BEN,IRQ
BEN,ISR
BEN,JAM
BEN,KAZ
BEN,KGZ
BEN,KHM
BEN,KOR
BEN,LKA
BEN,LSO
BEN,MLI
BEN,MLT
BEN,NOR
BEN,POL
BEN,SDN
BEN,SWE
BEN,TKM
BEN,UGA
BFA,AUS
BFA,BGD
BFA,BGR
BFA,BIH
BFA,BRA
BFA,CHL
BFA,COL
BFA,CRI
BFA,DZA
BFA,ESP
BFA,ETH
BFA,GBR
BFA,JOR
BFA,MEX
BFA,MLT
BFA,MMR
BFA,MOZ
BFA,POL
BFA,SUR
BFA,TGO
BFA,TTO
BFA,UKR
BGD,BFA
BGD,BIH
BGD,CAF
BGD,CRI
BGD,DZA
BGD,ECU
BGD,GRC
BGD,HTI
BGD,KOR
BGD,LSO
BGD,LUX
BGD,MUS
BGD,PRY
BGD,RWA
BGD,SEN
BGD,SGP
BGD,SUR
BGD,TGO
BGD,TKM
BGD,TTO
BGR,BDI
BGR,BEN
BGR,BFA
BGR,CMR
BGR,COL
BGR,ESP
BGR,LSO
BGR,LTU
BGR,MMR
BGR,MRT
BGR,MWI
BGR,MYS
BGR,PAK
BGR,PER
BGR,RWA
BGR,SAU
BGR,TGO
BGR,TJK
BGR,TTO
BHR,AZE
BHR,BDI
BHR,BIH
BHR,BLR
BHR,BWA
BHR,CHE
BHR,CHL
BHR,COM
BHR,CZE
BHR,DOM
BHR,ECU
BHR,GEO
BHR,GHA
BHR,IRL
BHR,KGZ
BHR,LBR
BHR,MDA
BHR,MOZ
BHR,NIC
BHR,NPL
BHR,SLE
BHR,SVN
BHR,SWZ
BHR,ZWE
BIH,AFG
BIH,ARG
BIH,BGD
BIH,BHR
BIH,BRA
BIH,CHL
BIH,COL
BIH,CYP
BIH,DOM
BIH,GTM
BIH,ISR
BIH,JAM
BIH,KWT
BIH,LBN
BIH,LSO
BIH,MLI
BIH,MMR
BIH,MNG
BIH,NZL
BIH,PAN
BIH,QAT
BIH,UGA
BIH,ZMB
BLR,AUS
BLR,BHR
BLR,COG
BLR,COL
BLR,COM
BLR,DZA
BLR,EGY
BLR,EST
BLR,ETH
BLR,GAB
BLR,GEO
BLR,KWT
BLR,MOZ
BLR,MRT
BLR,MWI
BLR,NER
BLR,PER
BLR,SUR
BLR,TZA
BLR,ZWE
BOL,ALB
BOL,ARE
BOL,AZE
BOL,BGD
BOL,BLR
BOL,CHE
BOL,DZA
BOL,IRL
BOL,JAM
BOL,LVA
BOL,MDA
BOL,MDG
BOL,MOZ
BOL,NOR
BOL,OMN
BOL,PAK
BOL,PHL
BOL,POL
BOL,RWA
BOL,SAU
BOL,SVK
BOL,TGO
BOL,UZB
BOL,VNM
BOL,YEM
BRA,AFG
BRA,AZE
BRA,BFA
BRA,CAF
BRA,CAN
BRA,KGZ
BRA,KHM
BRA,LSO
BRA,LUX
BRA,LVA
BRA,MRT
BRA,NER
BRA,SLE
BRA,SWZ
BRA,TKM
BWA,ALB
BWA,ARE
BWA,ARG
BWA,AUT
BWA,BDI
BWA,BEL
BWA,BGD
